system:index,ABC_SORT,CTU_CODE,CTU_ID,CTU_ID_CEN,CTU_NAME,CTU_TYPE,FIVE_COLOR,Shape_Area,Shape_Leng,max_LST,.geo
00000000000000000088,144,26918,664388,00664388,Hancock Twp.,T,2,4.60867985933E7,28784.4124343,{LST=106.02842389591348},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,46,10306,663763,00663763,Castle Rock Twp.,T,2,9.15737827974E7,46102.6670632,{LST=104.12843584808402},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a,252,45754,665104,00665104,New Market Twp.,T,3,8.38091689687E7,68189.2947995,{LST=105.93606080268921},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005a,370,67450,665887,00665887,Waconia Twp.,T,3,7.979766465E7,68259.651338,{LST=106.13042336167527},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000060,328,58324,665541,00665541,Sand Creek Twp.,T,3,8.39634015781E7,50345.6657758,{LST=105.74265412978207},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,292,53116,665377,00665377,Randolph Twp.,T,3,2.74614268636E7,33153.5862461,{LST=102.86616669314562},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,294,53260,665381,00665381,Ravenna Twp.,T,3,5.67793007127E7,36397.2119024,{LST=101.89666672699666},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac,104,19376,664099,00664099,Empire Twp.,T,3,8.16689125846E7,50770.5551611,{LST=105.3661151391388},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6,14,04132,663529,00663529,Baytown Twp.,T,3,2.37617672354E7,39625.5804134,{LST=103.43710280137344},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,216,41120,664932,00664932,May Twp.,T,4,9.85027301689E7,42780.823108,{LST=102.9940400808849},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,214,40724,664919,00664919,Marshan Twp.,T,4,8.91414251492E7,43307.9068596,{LST=102.52457772544057},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027,332,59008,665569,00665569,Sciota Twp.,T,4,3.84727400307E7,25581.2418755,{LST=106.3508983114767},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,106,19871,664113,00664113,Eureka Twp.,T,4,9.11624674556E7,40174.2004507,{LST=105.83237995737554},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,202,38294,664829,00664829,Louisville Twp.,T,4,3.77141749756E7,31643.8606914,{LST=105.15042421541628},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,30,06418,663612,00663612,Blakeley Twp.,T,4,7.15594375353E7,55487.1024663,{LST=105.84344430314135},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051,154,28322,664443,00664443,Helena Twp.,T,4,8.79789834252E7,47278.3745979,{LST=105.2951268574294},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054,20,05266,663571,00663571,Benton Twp.,T,4,8.77417786989E7,55401.5850679,{LST=106.6549260154842},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061,376,68566,665931,00665931,Watertown Twp.,T,4,8.54178082806E7,65724.4559605,{LST=105.79002981328601},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072,90,15688,663965,00663965,Denmark Twp.,T,4,7.80487902264E7,41276.0540755,{LST=103.16636976180541},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a,168,31580,664569,00664569,Jackson Twp.,T,5,1.55655277182E7,28872.8654181,{LST=105.99064297769675},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030,82,14482,663913,00663913,Dahlgren Twp.,T,5,9.14100166704E7,48212.0893573,{LST=106.51713574885221},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000055,372,68530,665929,00665929,Waterford Twp.,T,5,3.81203722076E7,27696.6515766,{LST=103.28071657232415},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,346,61978,665676,00665676,Spring Lake Twp.,T,5,7.37816734032E7,53095.026782,{LST=105.35899723919323},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,142,26882,664386,00664386,Hampton Twp.,T,5,8.91632702056E7,50186.2910906,{LST=103.39707025695172},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083,354,62842,665712,00665712,Stillwater Twp.,T,5,4.12701033461E7,30519.8128525,{LST=103.1460543979758},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,388,69916,665981,00665981,White Bear Twp.,T,5,2.8452964681E7,57933.3090696,{LST=102.70617076920809},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f,316,57184,665519,00665519,St. Lawrence Twp.,T,5,3.76337124566E7,33219.0605178,{LST=105.86638955802557},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a9,158,29726,664502,00664502,Hollywood Twp.,T,5,9.27053645362E7,40261.4531991,{LST=105.55357852887039},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,118,21965,664202,00664202,Fort Snelling (unorg.),U,5,2.00623559189E7,25452.7103089,{LST=105.14836699535694},"{""type"":""MultiPoint"",""coordinates"":[]}"
