system:index,ALAND,AWATER,BLKGRPCE,COUNTYFP,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,MTFCC,NAMELSAD,STATEFP,TRACTCE,mean_LST,.geo
000000000000000000f6,13840355,140055,1,003,S,270030501151,+45.3622315,-093.2940271,G5030,Block Group 1,27,050115,{downscaled LST=72.86600825071808},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d2,9108393,45530,1,003,S,270030501101,+45.3370745,-093.2495330,G5030,Block Group 1,27,050110,{downscaled LST=73.37793419370178},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000207,9966740,74298,1,003,S,270030501071,+45.4078839,-093.4020635,G5030,Block Group 1,27,050107,{downscaled LST=73.05848699893009},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000208,32873715,1080810,1,003,S,270030501161,+45.3451743,-093.4841455,G5030,Block Group 1,27,050116,{downscaled LST=70.69908097480985},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000209,15420639,528374,1,003,S,270030501141,+45.3479882,-093.3815125,G5030,Block Group 1,27,050114,{downscaled LST=73.38287330751518},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020f,9864998,147209,1,003,S,270030501081,+45.3988005,-093.3276147,G5030,Block Group 1,27,050108,{downscaled LST=75.21537918548638},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000210,39127851,3069347,1,003,S,270030502101,+45.3117192,-093.0933699,G5030,Block Group 1,27,050210,{downscaled LST=67.65124235159811},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000310,6868074,130489,1,003,S,270030502411,+45.2754741,-093.4198157,G5030,Block Group 1,27,050241,{downscaled LST=71.88884804725568},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000311,6177268,8408,1,003,S,270030502181,+45.2723028,-093.3581656,G5030,Block Group 1,27,050218,{downscaled LST=73.09976032965713},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000313,2384998,13988,1,003,S,270030502401,+45.2534097,-093.4163144,G5030,Block Group 1,27,050240,{downscaled LST=73.88570264651344},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000321,2092718,80133,1,003,S,270030508281,+45.1265904,-093.1679231,G5030,Block Group 1,27,050828,{downscaled LST=78.0703350852028},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032e,677499,52483,1,003,S,270030508201,+45.1840312,-093.2151820,G5030,Block Group 1,27,050820,{downscaled LST=74.88839724202025},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000422,818130,1161,1,003,S,270030506111,+45.1830634,-093.3602780,G5030,Block Group 1,27,050611,{downscaled LST=79.89647528591044},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000430,808181,66653,1,003,S,270030508271,+45.1553453,-093.2525988,G5030,Block Group 1,27,050827,{downscaled LST=73.97492980044962},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000433,1727450,713,1,003,S,270030511021,+45.0967016,-093.2537258,G5030,Block Group 1,27,051102,{downscaled LST=79.62638065849987},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000439,964052,41377,1,003,S,270030508221,+45.2016847,-093.2262668,G5030,Block Group 1,27,050822,{downscaled LST=78.6253525780621},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043a,915969,2103,1,003,S,270030508241,+45.1802256,-093.2500979,G5030,Block Group 1,27,050824,{downscaled LST=75.72734628208707},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043b,930046,1126,1,003,S,270030508291,+45.1380868,-093.2025460,G5030,Block Group 1,27,050829,{downscaled LST=72.52151401315747},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043f,997285,2093,1,003,S,270030508231,+45.2068030,-093.2468876,G5030,Block Group 1,27,050823,{downscaled LST=72.97438370321278},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000044f,1938448,3342,1,003,S,270030502391,+45.2425691,-093.2947584,G5030,Block Group 1,27,050239,{downscaled LST=74.74192175802355},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000451,1566923,79799,1,003,S,270030508251,+45.1939787,-093.2542067,G5030,Block Group 1,27,050825,{downscaled LST=78.78790032808486},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045b,1080823,3714,1,003,S,270030508261,+45.1516935,-093.2386474,G5030,Block Group 1,27,050826,{downscaled LST=76.35602849641116},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045e,3376749,511317,1,003,S,270030512061,+45.0516750,-093.2751844,G5030,Block Group 1,27,051206,{downscaled LST=92.75170923787837},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000069b,929053,144114,1,003,S,270030502081,+45.2177035,-093.3483880,G5030,Block Group 1,27,050208,{downscaled LST=77.5019797734915},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a4,7908280,859178,1,003,S,270030502331,+45.2064915,-093.0758485,G5030,Block Group 1,27,050233,{downscaled LST=71.29068124042989},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ac,2092152,9214,1,003,S,270030507121,+45.1923882,-093.3234842,G5030,Block Group 1,27,050712,{downscaled LST=74.83764497359893},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ae,9736764,912831,1,003,S,270030501091,+45.3897833,-093.2436709,G5030,Block Group 1,27,050109,{downscaled LST=72.29054308276883},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ba,15980701,1013296,1,003,S,270030501111,+45.3373099,-093.1787446,G5030,Block Group 1,27,050111,{downscaled LST=70.64710548711406},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007a3,16639780,1451524,1,003,S,270030516001,+45.4061329,-093.0632128,G5030,Block Group 1,27,051600,{downscaled LST=68.7387464632339},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ed,18751375,226266,1,003,S,270030502171,+45.2775960,-093.2972325,G5030,Block Group 1,27,050217,{downscaled LST=71.51229089922181},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ef,7525142,90819,1,003,S,270030508161,+45.1604293,-093.1870710,G5030,Block Group 1,27,050816,{downscaled LST=76.26222464602778},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f0,2362060,72456,1,003,S,270030504011,+45.2091419,-093.3991393,G5030,Block Group 1,27,050401,{downscaled LST=82.89476505525505},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f1,1595952,90051,1,003,S,270030502271,+45.2246600,-093.4220038,G5030,Block Group 1,27,050227,{downscaled LST=83.67056841260022},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f8,7312864,1181986,1,003,S,270030502301,+45.1369631,-093.0395871,G5030,Block Group 1,27,050230,{downscaled LST=70.05763191063164},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f9,2999117,692614,1,003,S,270030502371,+45.1319078,-093.1389345,G5030,Block Group 1,27,050237,{downscaled LST=69.17198165708211},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000802,682556,112538,1,003,S,270030508211,+45.1794458,-093.2288757,G5030,Block Group 1,27,050821,{downscaled LST=72.98658036301265},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000805,1055282,4331,1,003,S,270030507041,+45.1787277,-093.3015960,G5030,Block Group 1,27,050704,{downscaled LST=84.96187180855304},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000806,965722,1356,1,003,S,270030507021,+45.1753123,-093.2691886,G5030,Block Group 1,27,050702,{downscaled LST=79.43528424822146},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000820,1772448,115429,1,003,S,270030510011,+45.1155446,-093.2347064,G5030,Block Group 1,27,051001,{downscaled LST=83.66111888901118},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000824,939330,83302,1,003,S,270030508181,+45.1890225,-093.2098484,G5030,Block Group 1,27,050818,{downscaled LST=75.94226791829236},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000083c,17246750,258872,1,003,S,270030502161,+45.2458278,-093.1599468,G5030,Block Group 1,27,050216,{downscaled LST=69.81592507674924},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000083d,7933802,118361,1,003,S,270030508191,+45.1759781,-093.1841493,G5030,Block Group 1,27,050819,{downscaled LST=70.84124364695879},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000083f,1577461,334764,1,003,S,270030506061,+45.1444240,-093.3043519,G5030,Block Group 1,27,050606,{downscaled LST=71.08617397655},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000858,3720707,1876,1,003,S,270030502231,+45.2817419,-093.5025122,G5030,Block Group 1,27,050223,{downscaled LST=71.28979392684246},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e1,495443,70696,1,003,S,270030505041,+45.1851865,-093.3762101,G5030,Block Group 1,27,050504,{downscaled LST=77.56686598901265},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e3,1402681,16362,1,003,S,270030505051,+45.2129485,-093.3698066,G5030,Block Group 1,27,050505,{downscaled LST=79.64351345071815},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008fa,1597177,6269,1,003,S,270030508111,+45.1373390,-093.2573354,G5030,Block Group 1,27,050811,{downscaled LST=78.34445905046667},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008fd,1475573,198751,1,003,S,270030509021,+45.1328373,-093.1526783,G5030,Block Group 1,27,050902,{downscaled LST=70.28324261772615},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000901,3150560,34169,1,003,S,270030511011,+45.1085920,-093.2694908,G5030,Block Group 1,27,051101,{downscaled LST=85.1605218371357},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003480,888933,29888,1,003,S,270030513021,+45.0529975,-093.2338966,G5030,Block Group 1,27,051302,{downscaled LST=78.38731948572841},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003483,567052,64235,1,003,S,270030513051,+45.0603733,-093.2510521,G5030,Block Group 1,27,051305,{downscaled LST=81.3610293450084},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003487,610720,38402,1,003,S,270030515011,+45.0453534,-093.2395854,G5030,Block Group 1,27,051501,{downscaled LST=78.77402940029914},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003489,773144,29898,1,003,S,270030515021,+45.0369351,-093.2358481,G5030,Block Group 1,27,051502,{downscaled LST=78.27799074125697},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003495,6548792,5127,1,003,S,270030502151,+45.2291718,-093.2245581,G5030,Block Group 1,27,050215,{downscaled LST=75.3046656589946},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000349d,5820642,1305515,1,003,S,270030502191,+45.2464944,-093.3612935,G5030,Block Group 1,27,050219,{downscaled LST=71.60022102307936},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034a3,1379177,276316,1,003,S,270030512021,+45.0764137,-093.2547924,G5030,Block Group 1,27,051202,{downscaled LST=81.54909613072579},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ad,7817127,4726,1,003,S,270030502201,+45.2405570,-093.3302206,G5030,Block Group 1,27,050220,{downscaled LST=74.30863531075147},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ba,11576691,88511,1,003,S,270030502241,+45.2879164,-093.4706129,G5030,Block Group 1,27,050224,{downscaled LST=71.22161769678618},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034c3,1157753,618,1,003,S,270030502261,+45.2410392,-093.4046226,G5030,Block Group 1,27,050226,{downscaled LST=80.24034119256336},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034c6,2333631,216005,1,003,S,270030507091,+45.1348158,-093.2895460,G5030,Block Group 1,27,050709,{downscaled LST=73.72774082785327},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034cb,3569232,56556,1,003,S,270030507111,+45.2044408,-093.2736291,G5030,Block Group 1,27,050711,{downscaled LST=72.57658856085662},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e2,832481,5120,1,003,S,270030502291,+45.1618259,-093.1279967,G5030,Block Group 1,27,050229,{downscaled LST=71.67030618167979},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e3,2302234,840801,1,003,S,270030506051,+45.1775856,-093.3592045,G5030,Block Group 1,27,050605,{downscaled LST=72.5682498927739},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e6,1264099,1517,1,003,S,270030502361,+45.1340638,-093.1136890,G5030,Block Group 1,27,050236,{downscaled LST=71.51880114312362},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034f4,2846486,23260,1,003,S,270030502321,+45.1570462,-093.0500189,G5030,Block Group 1,27,050232,{downscaled LST=76.35649794563487},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034f5,4638263,485212,1,003,S,270030502341,+45.2742133,-093.2122725,G5030,Block Group 1,27,050234,{downscaled LST=70.96406858413643},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034f7,5473973,24634,1,003,S,270030502351,+45.2895181,-093.2210874,G5030,Block Group 1,27,050235,{downscaled LST=70.53728568080018},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d3,948173,2143,2,003,S,270030502322,+45.1690797,-093.0435908,G5030,Block Group 2,27,050232,{downscaled LST=74.84121957015815},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030d,2193232,49609,2,003,S,270030502382,+45.2547772,-093.2993620,G5030,Block Group 2,27,050238,{downscaled LST=76.81657897637275},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030e,7041710,283533,2,003,S,270030502412,+45.2912749,-093.4058498,G5030,Block Group 2,27,050241,{downscaled LST=69.72882621234194},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000314,13524765,296288,2,003,S,270030501082,+45.4007713,-093.2891517,G5030,Block Group 2,27,050108,{downscaled LST=71.39325508384081},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000315,5886957,132469,2,003,S,270030502152,+45.2252640,-093.2513065,G5030,Block Group 2,27,050215,{downscaled LST=72.65126761600662},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000319,14953977,1873249,2,003,S,270030502302,+45.1892382,-093.0354480,G5030,Block Group 2,27,050230,{downscaled LST=69.29436620995149},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031d,4503954,31130,2,003,S,270030502362,+45.1375845,-093.0967300,G5030,Block Group 2,27,050236,{downscaled LST=68.74437857208737},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000325,3857610,11604,2,003,S,270030502232,+45.2453901,-093.4762070,G5030,Block Group 2,27,050223,{downscaled LST=82.80391004091946},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032b,535389,3142,2,003,S,270030508242,+45.1951769,-093.2405568,G5030,Block Group 2,27,050824,{downscaled LST=82.19223876687573},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000420,747651,58989,2,003,S,270030508272,+45.1528015,-093.2589245,G5030,Block Group 2,27,050827,{downscaled LST=77.2595651699101},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000426,1608630,6485,2,003,S,270030507072,+45.2039996,-093.2990091,G5030,Block Group 2,27,050707,{downscaled LST=79.03981018530655},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042e,1580956,100467,2,003,S,270030508292,+45.1328445,-093.1941780,G5030,Block Group 2,27,050829,{downscaled LST=75.69424434721296},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042f,1163903,4862,2,003,S,270030508282,+45.1364755,-093.1825130,G5030,Block Group 2,27,050828,{downscaled LST=79.34831662288745},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000437,731439,32179,2,003,S,270030515022,+45.0449163,-093.2305694,G5030,Block Group 2,27,051502,{downscaled LST=73.20485729920246},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043c,1157618,4884,2,003,S,270030508232,+45.2039509,-093.2410104,G5030,Block Group 2,27,050823,{downscaled LST=79.05079170914672},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000044a,986348,5597,2,003,S,270030508222,+45.2090493,-093.2266831,G5030,Block Group 2,27,050822,{downscaled LST=78.25602269827498},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000044b,1994328,44726,2,003,S,270030502402,+45.2538976,-093.4000496,G5030,Block Group 2,27,050240,{downscaled LST=70.57857885189219},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000044d,869057,176431,2,003,S,270030505012,+45.1897304,-093.3861785,G5030,Block Group 2,27,050501,{downscaled LST=79.37062433921687},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000044e,6106960,17236,2,003,S,270030502392,+45.2476048,-093.2750365,G5030,Block Group 2,27,050239,{downscaled LST=74.2126914343514},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000456,8191221,4927325,2,003,S,270030502372,+45.1713018,-093.0999197,G5030,Block Group 2,27,050237,{downscaled LST=67.7075988101403},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000457,2341115,226586,2,003,S,270030502262,+45.2394019,-093.3906029,G5030,Block Group 2,27,050226,{downscaled LST=73.54434348935604},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045f,25302838,458720,2,003,S,270030501072,+45.3915155,-093.4538546,G5030,Block Group 2,27,050107,{downscaled LST=69.29275401904883},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a0,6983803,2772772,2,003,S,270030501112,+45.3142610,-093.1807239,G5030,Block Group 2,27,050111,{downscaled LST=70.24571334962711},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a9,838328,782,2,003,S,270030507112,+45.1942140,-093.2753635,G5030,Block Group 2,27,050711,{downscaled LST=75.28497710812375},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ab,28015942,3458342,2,003,S,270030516002,+45.3467057,-093.0806829,G5030,Block Group 2,27,051600,{downscaled LST=66.17079337140262},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b3,1634972,7463,2,003,S,270030502202,+45.2260423,-093.3466656,G5030,Block Group 2,27,050220,{downscaled LST=75.38555504144792},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b6,31225149,1411939,2,003,S,270030501092,+45.3957072,-093.1657250,G5030,Block Group 2,27,050109,{downscaled LST=73.16200099288672},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b9,15585825,51633,2,003,S,270030501102,+45.3131106,-093.2240786,G5030,Block Group 2,27,050110,{downscaled LST=72.98184222001889},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007a6,13029569,392762,2,003,S,270030501142,+45.3310355,-093.3614905,G5030,Block Group 2,27,050114,{downscaled LST=72.09593231999203},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f2,976380,3068,2,003,S,270030504012,+45.2201719,-093.4135695,G5030,Block Group 2,27,050401,{downscaled LST=92.45929776418758},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f5,1544078,142892,2,003,S,270030502272,+45.2422840,-093.4196447,G5030,Block Group 2,27,050227,{downscaled LST=76.46532424139815},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f7,387454,97160,2,003,S,270030504022,+45.1956349,-093.3956700,G5030,Block Group 2,27,050402,{downscaled LST=75.0424855275642},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000803,802435,8705,2,003,S,270030508202,+45.1878748,-093.2270664,G5030,Block Group 2,27,050820,{downscaled LST=74.8460746984579},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000804,1623037,305454,2,003,S,270030508212,+45.1761700,-093.2151307,G5030,Block Group 2,27,050821,{downscaled LST=75.79675537560412},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000821,955444,7999,2,003,S,270030508102,+45.1417970,-093.2405960,G5030,Block Group 2,27,050810,{downscaled LST=77.71705319162025},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000822,1436096,14443,2,003,S,270030509012,+45.1436066,-093.1715658,G5030,Block Group 2,27,050901,{downscaled LST=78.71505264411125},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000823,1035323,125783,2,003,S,270030510012,+45.1176818,-093.2438688,G5030,Block Group 2,27,051001,{downscaled LST=82.80155985589477},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000825,11430816,21241,2,003,S,270030502352,+45.2746128,-093.2525782,G5030,Block Group 2,27,050235,{downscaled LST=72.12311183089166},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000083e,480900,172218,2,003,S,270030508192,+45.1807805,-093.1987283,G5030,Block Group 2,27,050819,{downscaled LST=76.04006418344196},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000840,707108,154986,2,003,S,270030508182,+45.1942585,-093.1963010,G5030,Block Group 2,27,050818,{downscaled LST=78.78802805480731},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000859,3152596,28670,2,003,S,270030502332,+45.2043021,-093.1054304,G5030,Block Group 2,27,050233,{downscaled LST=73.54402527626091},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ef,1080639,54367,2,003,S,270030506082,+45.1658931,-093.3072763,G5030,Block Group 2,27,050608,{downscaled LST=72.69933317053153},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f2,1466186,346027,2,003,S,270030506092,+45.2098318,-093.3387075,G5030,Block Group 2,27,050609,{downscaled LST=76.42021570304541},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f9,2179236,143058,2,003,S,270030508112,+45.1282709,-093.2524422,G5030,Block Group 2,27,050811,{downscaled LST=83.2481843688406},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008fb,10839059,1970269,2,003,S,270030501152,+45.3622917,-093.3427312,G5030,Block Group 2,27,050115,{downscaled LST=71.19173186612313},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008fe,1696595,312000,2,003,S,270030509022,+45.1437480,-093.1475170,G5030,Block Group 2,27,050902,{downscaled LST=69.36031656638704},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000902,1062562,252745,2,003,S,270030511012,+45.0966640,-093.2753610,G5030,Block Group 2,27,051101,{downscaled LST=73.66101861598183},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003488,502224,6391,2,003,S,270030515012,+45.0418314,-093.2480297,G5030,Block Group 2,27,051501,{downscaled LST=87.70180888483891},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000348b,17514677,426514,2,003,S,270030501162,+45.3163752,-093.4241577,G5030,Block Group 2,27,050116,{downscaled LST=69.5127749654165},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000348c,3135703,245677,2,003,S,270030502082,+45.2157514,-093.2903833,G5030,Block Group 2,27,050208,{downscaled LST=81.35365294210027},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003492,39421972,262388,2,003,S,270030502102,+45.2549138,-093.1076781,G5030,Block Group 2,27,050210,{downscaled LST=70.75724434193755},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003497,8748262,159607,2,003,S,270030508162,+45.1845386,-093.1524062,G5030,Block Group 2,27,050816,{downscaled LST=77.52527718025604},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003499,2675931,714,2,003,S,270030502162,+45.2254668,-093.1981711,G5030,Block Group 2,27,050216,{downscaled LST=69.89316469087977},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000349b,6293586,33663,2,003,S,270030502172,+45.2778358,-093.3398251,G5030,Block Group 2,27,050217,{downscaled LST=72.7880025681283},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000349c,6334229,160958,2,003,S,270030502182,+45.2767827,-093.3770723,G5030,Block Group 2,27,050218,{downscaled LST=71.1230463041758},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034a5,785810,20567,2,003,S,270030512032,+45.0703601,-093.2321277,G5030,Block Group 2,27,051203,{downscaled LST=73.96573880531938},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ac,2216477,79167,2,003,S,270030502192,+45.2320201,-093.3670451,G5030,Block Group 2,27,050219,{downscaled LST=79.41918490521844},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034bb,6161391,24022,2,003,S,270030502242,+45.2600195,-093.4522328,G5030,Block Group 2,27,050224,{downscaled LST=73.12841269053172},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e1,2496286,15059,2,003,S,270030502282,+45.2554964,-093.4326810,G5030,Block Group 2,27,050228,{downscaled LST=72.1854910257257},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034f6,5860287,25661,2,003,S,270030502342,+45.2732977,-093.1657856,G5030,Block Group 2,27,050234,{downscaled LST=68.92386779117857},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020e,36778007,2474692,3,003,S,270030501163,+45.3464742,-093.4273225,G5030,Block Group 3,27,050116,{downscaled LST=68.79537785204096},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030c,5836968,23522,3,003,S,270030502153,+45.2455850,-093.2599519,G5030,Block Group 3,27,050215,{downscaled LST=72.77939302935349},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030f,4702619,153073,3,003,S,270030502183,+45.2703710,-093.3935449,G5030,Block Group 3,27,050218,{downscaled LST=69.97786193666623},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000312,6593327,378791,3,003,S,270030502233,+45.2599443,-093.4880604,G5030,Block Group 3,27,050223,{downscaled LST=71.53680727484449},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000318,4677256,32838,3,003,S,270030502283,+45.2415378,-093.4360948,G5030,Block Group 3,27,050228,{downscaled LST=84.40758242131773},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031a,993187,167706,3,003,S,270030504023,+45.2101538,-093.4158898,G5030,Block Group 3,27,050402,{downscaled LST=75.16213726167267},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031b,5064833,77242,3,003,S,270030502293,+45.1999984,-093.1372967,G5030,Block Group 3,27,050229,{downscaled LST=74.16468134156445},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000322,1709775,754119,3,003,S,270030502323,+45.1717363,-093.0567528,G5030,Block Group 3,27,050232,{downscaled LST=68.78182862237641},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000324,1386542,106881,3,003,S,270030504013,+45.2179168,-093.3948653,G5030,Block Group 3,27,050401,{downscaled LST=78.15615279862709},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000328,20944007,1281328,3,003,S,270030516003,+45.3739457,-093.0602925,G5030,Block Group 3,27,051600,{downscaled LST=68.91184073635917},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032a,1047537,8372,3,003,S,270030508203,+45.1932474,-093.2275531,G5030,Block Group 3,27,050820,{downscaled LST=78.54076930338067},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000434,3447509,292801,3,003,S,270030501083,+45.4009230,-093.3641865,G5030,Block Group 3,27,050108,{downscaled LST=78.46698030323522},"{""type"":""MultiPoint"",""coordinates"":[]}"
