system:index,ALAND,AWATER,BLKGRPCE,COUNTYFP,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,MTFCC,NAMELSAD,STATEFP,TRACTCE,mean_LST,.geo
00060000000000000ac3,512074,0,1,053,S,270531088001,+44.9381011,-093.2270943,G5030,Block Group 1,27,108800,{downscaled LST=87.16768192329262},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ac7,241268,0,1,053,S,270531089001,+44.9360069,-093.2191327,G5030,Block Group 1,27,108900,{downscaled LST=79.65123533889725},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ac9,460466,0,1,053,S,270531104001,+44.9324261,-093.2200170,G5030,Block Group 1,27,110400,{downscaled LST=84.79483630677147},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000acc,380719,0,1,053,S,270531101001,+44.9298118,-093.2446963,G5030,Block Group 1,27,110100,{downscaled LST=83.21984841355578},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ad4,379596,0,1,053,S,270531109001,+44.9178982,-093.2686093,G5030,Block Group 1,27,110900,{downscaled LST=83.32195188152104},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000b01,403589,0,1,053,S,270531090001,+44.9378760,-093.2121271,G5030,Block Group 1,27,109000,{downscaled LST=79.60378503736034},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000521f,410412,0,1,053,S,270531259001,+44.9500986,-093.2459323,G5030,Block Group 1,27,125900,{downscaled LST=87.97378397387423},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000005220,359655,0,1,053,S,270530077001,+44.9501525,-093.2823657,G5030,Block Group 1,27,007700,{downscaled LST=92.56966657317759},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000005222,157139,0,1,053,S,270530081001,+44.9448455,-093.2894090,G5030,Block Group 1,27,008100,{downscaled LST=85.98729883127329},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000005224,161043,0,1,053,S,270530082001,+44.9465498,-093.2804888,G5030,Block Group 1,27,008200,{downscaled LST=92.85319826216924},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000005228,233861,0,1,053,S,270530084001,+44.9448626,-093.2645420,G5030,Block Group 1,27,008400,{downscaled LST=86.087920161664},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000522b,139410,0,1,053,S,270530096001,+44.9383909,-093.2582885,G5030,Block Group 1,27,009600,{downscaled LST=82.20720167020389},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000522f,323841,0,1,053,S,270530106001,+44.9141055,-093.3029700,G5030,Block Group 1,27,010600,{downscaled LST=75.02785978351967},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000005233,322242,0,1,053,S,270530110001,+44.9233176,-093.2498470,G5030,Block Group 1,27,011000,{downscaled LST=82.9106034138152},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000005239,412167,0,1,053,S,270530117041,+44.9002535,-093.2531339,G5030,Block Group 1,27,011704,{downscaled LST=80.33004525186553},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000523b,312704,0,1,053,S,270530118001,+44.9145037,-093.2275151,G5030,Block Group 1,27,011800,{downscaled LST=77.91143720078402},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000005242,654090,0,1,053,S,270530120031,+44.8934471,-093.2884035,G5030,Block Group 1,27,012003,{downscaled LST=92.6857617413806},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000005273,320192,0,1,053,S,270531102001,+44.9323104,-093.2371927,G5030,Block Group 1,27,110200,{downscaled LST=82.47293981681587},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000546,1448937,0,2,053,S,270530260132,+44.8857977,-093.5132496,G5030,Block Group 2,27,026013,{downscaled LST=71.59286527202656},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000549,611968,0,2,053,S,270530260142,+44.8622527,-093.5155878,G5030,Block Group 2,27,026014,{downscaled LST=90.97060693254271},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000054f,325778,0,2,053,S,270530231002,+44.9215688,-093.3349747,G5030,Block Group 2,27,023100,{downscaled LST=77.67082184027804},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000562,470596,0,2,053,S,270530227002,+44.9438183,-093.3526605,G5030,Block Group 2,27,022700,{downscaled LST=80.81228001882886},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000577,474691,0,2,053,S,270530238022,+44.8915865,-093.3246747,G5030,Block Group 2,27,023802,{downscaled LST=80.46130803807904},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000058c,194877,0,2,053,S,270530240052,+44.8875919,-093.3242858,G5030,Block Group 2,27,024005,{downscaled LST=90.76125253739646},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000594,642361,0,2,053,S,270530241002,+44.8871073,-093.3137384,G5030,Block Group 2,27,024100,{downscaled LST=86.3899206441365},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000596,794860,0,2,053,S,270530242002,+44.8772931,-093.3136270,G5030,Block Group 2,27,024200,{downscaled LST=79.81758492368925},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000598,312783,0,2,053,S,270530243002,+44.8637764,-093.3137210,G5030,Block Group 2,27,024300,{downscaled LST=85.39810106568358},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000059b,643017,0,2,053,S,270530246002,+44.8672901,-093.2833371,G5030,Block Group 2,27,024600,{downscaled LST=81.81409243437696},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000005a0,402640,0,2,053,S,270530248012,+44.8727035,-093.2712086,G5030,Block Group 2,27,024801,{downscaled LST=81.32662635868374},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000005ac,685076,0,2,053,S,270530253022,+44.8170941,-093.2789422,G5030,Block Group 2,27,025302,{downscaled LST=76.62793697735776},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000005b2,292211,0,2,053,S,270530256012,+44.8603440,-093.3034964,G5030,Block Group 2,27,025601,{downscaled LST=101.30127316838588},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000005bd,703245,0,2,053,S,270530258022,+44.8064125,-093.3159924,G5030,Block Group 2,27,025802,{downscaled LST=75.10014755691778},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000005e4,182539,0,2,053,S,270530252012,+44.8609159,-093.2527100,G5030,Block Group 2,27,025201,{downscaled LST=93.3089799487837},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000662,71158,0,2,053,S,270531091002,+44.9474137,-093.3269842,G5030,Block Group 2,27,109100,{downscaled LST=87.19272068053527},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000066d,758501,0,2,053,S,270530239012,+44.8801079,-093.3670244,G5030,Block Group 2,27,023901,{downscaled LST=74.62121396732411},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000674,293816,0,2,053,S,270530234022,+44.9269187,-093.3850172,G5030,Block Group 2,27,023402,{downscaled LST=100.02861303648231},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000686,357882,0,2,053,S,270530229012,+44.9309088,-093.3419618,G5030,Block Group 2,27,022901,{downscaled LST=83.32206387155917},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000695,644446,0,2,053,S,270530254032,+44.8298856,-093.2733924,G5030,Block Group 2,27,025403,{downscaled LST=81.18396463699418},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000006bc,323776,0,2,053,S,270530119982,+44.9071895,-093.2177700,G5030,Block Group 2,27,011998,{downscaled LST=80.90760464244283},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000006c9,361531,0,2,053,S,270530249042,+44.8741409,-093.2534444,G5030,Block Group 2,27,024904,{downscaled LST=82.88857639661096},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000006cd,257120,0,2,053,S,270530232022,+44.9319755,-093.3833319,G5030,Block Group 2,27,023202,{downscaled LST=86.62037906154522},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000006cf,424989,0,2,053,S,270530228022,+44.9452405,-093.3444968,G5030,Block Group 2,27,022802,{downscaled LST=88.06804511018753},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000006d2,459282,0,2,053,S,270530120032,+44.8947868,-093.2789611,G5030,Block Group 2,27,012003,{downscaled LST=92.70255793892039},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000848,376898,0,2,053,S,270531109002,+44.9251094,-093.2685096,G5030,Block Group 2,27,110900,{downscaled LST=83.43316878447142},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000088d,435742,0,2,053,S,270531108002,+44.9178060,-093.2814530,G5030,Block Group 2,27,110800,{downscaled LST=82.18880382884737},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008d2,242571,0,2,053,S,270531101002,+44.9323038,-093.2511247,G5030,Block Group 2,27,110100,{downscaled LST=83.92530109643123},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008d3,436426,0,2,053,S,270530229022,+44.9247447,-093.3472678,G5030,Block Group 2,27,022902,{downscaled LST=79.34260273034496},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008d5,294181,0,2,053,S,270530240042,+44.8700177,-093.3205365,G5030,Block Group 2,27,024004,{downscaled LST=86.47444903093744},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008d9,419504,0,2,053,S,270530106002,+44.9148549,-093.3143060,G5030,Block Group 2,27,010600,{downscaled LST=77.66871098680282},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008db,665239,0,2,053,S,270530252052,+44.8307329,-093.2638157,G5030,Block Group 2,27,025205,{downscaled LST=78.80335242585076},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008e0,202056,0,2,053,S,270530110002,+44.9236779,-093.2540423,G5030,Block Group 2,27,011000,{downscaled LST=81.22276283503538},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008f3,219466,0,2,053,S,270530096002,+44.9358674,-093.2590099,G5030,Block Group 2,27,009600,{downscaled LST=83.71897586437676},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008f4,356818,0,2,053,S,270530223022,+44.9443888,-093.3857165,G5030,Block Group 2,27,022302,{downscaled LST=78.70682100172029},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008f8,241858,0,2,053,S,270531089002,+44.9396158,-093.2191356,G5030,Block Group 2,27,108900,{downscaled LST=81.2229140805149},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008fd,233040,0,2,053,S,270530084002,+44.9448636,-093.2683572,G5030,Block Group 2,27,008400,{downscaled LST=85.0450768373809},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008ff,163067,0,2,053,S,270530081002,+44.9465377,-093.2932118,G5030,Block Group 2,27,008100,{downscaled LST=84.28033614091574},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000910,318814,0,2,053,S,270531087002,+44.9394615,-093.2372176,G5030,Block Group 2,27,108700,{downscaled LST=82.93267450228595},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000919,963492,0,2,053,S,270530254012,+44.8515471,-093.2758460,G5030,Block Group 2,27,025401,{downscaled LST=79.9742925016311},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000091a,319914,0,2,053,S,270531098002,+44.9304885,-093.3264949,G5030,Block Group 2,27,109800,{downscaled LST=79.61989269762756},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000009e4,809697,0,2,053,S,270531226002,+44.9421552,-093.3631307,G5030,Block Group 2,27,122600,{downscaled LST=86.94615468156456},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000a8e,344135,0,2,053,S,270531116002,+44.9076566,-093.2651221,G5030,Block Group 2,27,111600,{downscaled LST=79.54174386849841},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000a99,162414,0,2,053,S,270531092002,+44.9358919,-093.2907683,G5030,Block Group 2,27,109200,{downscaled LST=84.07012151615572},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000a9a,269255,0,2,053,S,270531093002,+44.9359067,-093.2839919,G5030,Block Group 2,27,109300,{downscaled LST=82.2394523924912},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000a9c,221146,0,2,053,S,270531094002,+44.9359485,-093.2710531,G5030,Block Group 2,27,109400,{downscaled LST=86.81559003727645},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000a9e,220788,0,2,053,S,270531097002,+44.9358522,-093.2508524,G5030,Block Group 2,27,109700,{downscaled LST=84.42553107313084},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000aa3,379092,0,2,053,S,270531099002,+44.9289129,-093.2797805,G5030,Block Group 2,27,109900,{downscaled LST=81.09839462097705},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000aa9,436764,0,2,053,S,270531111002,+44.9179763,-093.2244970,G5030,Block Group 2,27,111100,{downscaled LST=77.21787937061958},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000aac,322451,0,2,053,S,270531112002,+44.9106845,-093.3239357,G5030,Block Group 2,27,111200,{downscaled LST=81.34022435769761},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000aaf,483533,0,2,053,S,270531113002,+44.9069456,-093.3061133,G5030,Block Group 2,27,111300,{downscaled LST=78.02610939874117},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ab4,328713,0,2,053,S,270531114002,+44.9103830,-093.2928396,G5030,Block Group 2,27,111400,{downscaled LST=75.9182686244099},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ab8,370480,0,2,053,S,270531074002,+44.9506941,-093.2227348,G5030,Block Group 2,27,107400,{downscaled LST=82.42973090489528},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000abc,226887,0,2,053,S,270531080002,+44.9466149,-093.3018517,G5030,Block Group 2,27,108000,{downscaled LST=86.49565796643941},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ac0,314070,0,2,053,S,270531086002,+44.9448511,-093.2448640,G5030,Block Group 2,27,108600,{downscaled LST=86.58846348868268},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ac4,344858,0,2,053,S,270531088002,+44.9453403,-093.2331658,G5030,Block Group 2,27,108800,{downscaled LST=93.6749951231184},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000aca,546318,0,2,053,S,270531104002,+44.9280111,-093.2185351,G5030,Block Group 2,27,110400,{downscaled LST=83.94246467152027},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000acb,242144,0,2,053,S,270531100002,+44.9289390,-093.2712756,G5030,Block Group 2,27,110000,{downscaled LST=83.40102717379227},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ace,239529,0,2,053,S,270531102002,+44.9278118,-093.2397291,G5030,Block Group 2,27,110200,{downscaled LST=81.91749880009303},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000af0,947708,0,2,053,S,270530263022,+44.9380754,-093.4863941,G5030,Block Group 2,27,026302,{downscaled LST=73.45709750789112},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000af2,819883,0,2,053,S,270530251002,+44.8571024,-093.2423105,G5030,Block Group 2,27,025100,{downscaled LST=98.26526983338613},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000af5,280212,0,2,053,S,270530260192,+44.8465396,-093.4425771,G5030,Block Group 2,27,026019,{downscaled LST=79.7775250195592},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000afa,270084,0,2,053,S,270530248022,+44.8627996,-093.2662068,G5030,Block Group 2,27,024802,{downscaled LST=93.01656124600373},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000b05,421549,0,2,053,S,270531115002,+44.9011259,-093.2787779,G5030,Block Group 2,27,111500,{downscaled LST=82.82921333909849},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000b0a,512167,0,2,053,S,270530260202,+44.8491716,-093.4203347,G5030,Block Group 2,27,026020,{downscaled LST=77.82587410185104},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000005221,320632,0,2,053,S,270530077002,+44.9501576,-093.2931766,G5030,Block Group 2,27,007700,{downscaled LST=94.97376019439274},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000005225,129683,0,2,053,S,270530082002,+44.9432044,-093.2801717,G5030,Block Group 2,27,008200,{downscaled LST=88.30534714072739},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000005227,204433,0,2,053,S,270530083002,+44.9448517,-093.2762703,G5030,Block Group 2,27,008300,{downscaled LST=93.7422788296508},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000005229,160436,0,2,053,S,270530095002,+44.9359621,-093.2650361,G5030,Block Group 2,27,009500,{downscaled LST=85.55280232200565},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000005231,340610,0,2,053,S,270530107002,+44.9177168,-093.2936771,G5030,Block Group 2,27,010700,{downscaled LST=75.76671321025245},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000005236,241419,0,2,053,S,270530117032,+44.9070522,-093.2556577,G5030,Block Group 2,27,011703,{downscaled LST=80.85238306902106},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000523a,241341,0,2,053,S,270530117042,+44.9006844,-093.2602226,G5030,Block Group 2,27,011704,{downscaled LST=80.0584539293287},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000523c,295878,0,2,053,S,270530118002,+44.9107870,-093.2275183,G5030,Block Group 2,27,011800,{downscaled LST=82.27623662525612},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000005240,455957,0,2,053,S,270530120012,+44.8962582,-093.3062580,G5030,Block Group 2,27,012001,{downscaled LST=82.53334562509211},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000005245,319456,0,2,053,S,270530121022,+44.9018084,-093.2204046,G5030,Block Group 2,27,012102,{downscaled LST=80.4832760864774},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000005274,1873585,0,2,053,S,270531255002,+44.8396227,-093.2881236,G5030,Block Group 2,27,125500,{downscaled LST=93.1740977515969},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000054d,1203995,0,3,053,S,270530230003,+44.9326906,-093.3584156,G5030,Block Group 3,27,023000,{downscaled LST=85.39840043612833},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000592,582122,0,3,053,S,270530240033,+44.8635213,-093.3342430,G5030,Block Group 3,27,024003,{downscaled LST=93.55837269276563},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000059c,210626,0,3,053,S,270530246003,+44.8632784,-093.2943915,G5030,Block Group 3,27,024600,{downscaled LST=93.83146578718065},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000059f,314796,0,3,053,S,270530247003,+44.8798928,-093.2604595,G5030,Block Group 3,27,024700,{downscaled LST=81.14461525746667},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000005a3,781479,0,3,053,S,270530251003,+44.8467418,-093.2439785,G5030,Block Group 3,27,025100,{downscaled LST=87.48612941820906},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000005a6,568410,0,3,053,S,270530252053,+44.8375018,-093.2628031,G5030,Block Group 3,27,025205,{downscaled LST=80.18007900965085},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000005af,285736,0,3,053,S,270530254013,+44.8607757,-093.2760867,G5030,Block Group 3,27,025401,{downscaled LST=98.7631005153539},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000005b4,841238,0,3,053,S,270530256033,+44.8569138,-093.3133348,G5030,Block Group 3,27,025603,{downscaled LST=85.5978410157742},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000005bf,820362,0,3,053,S,270530258033,+44.8080875,-093.3387019,G5030,Block Group 3,27,025803,{downscaled LST=80.69954303347053},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000005e3,140366,0,3,053,S,270531097003,+44.9383873,-093.2516077,G5030,Block Group 3,27,109700,{downscaled LST=83.22614785132654},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000005e5,322287,0,3,053,S,270530117033,+44.9070568,-093.2601020,G5030,Block Group 3,27,011703,{downscaled LST=82.14162163032016},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000005e9,215321,0,3,053,S,270531093003,+44.9395265,-093.2847971,G5030,Block Group 3,27,109300,{downscaled LST=83.9654972404576},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000065c,161622,0,3,053,S,270531092003,+44.9386137,-093.2932931,G5030,Block Group 3,27,109200,{downscaled LST=85.7248294171381},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000670,354051,0,3,053,S,270530228023,+44.9466308,-093.3353374,G5030,Block Group 3,27,022802,{downscaled LST=90.41259304170165},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000683,325850,0,3,053,S,270530120013,+44.8925346,-093.3137260,G5030,Block Group 3,27,012001,{downscaled LST=86.00872597400138},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000693,517658,0,3,053,S,270530258013,+44.8189644,-093.2947701,G5030,Block Group 3,27,025801,{downscaled LST=82.91095422298878},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000696,577087,0,3,053,S,270530234013,+44.9105538,-093.4178727,G5030,Block Group 3,27,023401,{downscaled LST=81.09101892998831},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000006a0,364692,0,3,053,S,270530233003,+44.9295014,-093.4180497,G5030,Block Group 3,27,023300,{downscaled LST=79.02307089700555},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000006af,689351,0,3,053,S,270530260203,+44.8557750,-093.4245878,G5030,Block Group 3,27,026020,{downscaled LST=97.61157288077703},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000006b9,178656,0,3,053,S,270530252013,+44.8608741,-093.2630421,G5030,Block Group 3,27,025201,{downscaled LST=98.4764790006371},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000006c0,610322,0,3,053,S,270530121023,+44.8969077,-093.2144095,G5030,Block Group 3,27,012102,{downscaled LST=90.91978640035892},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000006ca,690884,0,3,053,S,270530249043,+44.8870402,-093.2525148,G5030,Block Group 3,27,024904,{downscaled LST=86.99856923725126},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000006d1,416864,0,3,053,S,270530241003,+44.8876380,-093.3002215,G5030,Block Group 3,27,024100,{downscaled LST=81.86176180143511},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000006d3,467239,0,3,053,S,270530244003,+44.8817018,-093.2818148,G5030,Block Group 3,27,024400,{downscaled LST=86.64143364886463},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000006d6,156050,0,3,053,S,270530085003,+44.9430649,-093.2613328,G5030,Block Group 3,27,008500,{downscaled LST=84.96023621355192},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000084b,555555,0,3,053,S,270530117043,+44.8940900,-093.2584825,G5030,Block Group 3,27,011704,{downscaled LST=81.75895884467191},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000084e,332786,0,3,053,S,270531255003,+44.8606927,-093.2906879,G5030,Block Group 3,27,125500,{downscaled LST=97.50080546424412},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008d7,328987,0,3,053,S,270531108003,+44.9232038,-093.2857177,G5030,Block Group 3,27,110800,{downscaled LST=80.81393881710372},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008d8,484835,0,3,053,S,270530238023,+44.9022614,-093.3247604,G5030,Block Group 3,27,023802,{downscaled LST=75.69366862840364},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008de,150779,0,3,053,S,270530081003,+44.9430217,-093.2932450,G5030,Block Group 3,27,008100,{downscaled LST=81.94603187790023},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008f1,241709,0,3,053,S,270531102003,+44.9277971,-093.2346627,G5030,Block Group 3,27,110200,{downscaled LST=81.81411147680795},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008f2,399047,0,3,053,S,270531225003,+44.9423721,-093.3790149,G5030,Block Group 3,27,122500,{downscaled LST=77.70281307478572},"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000008fc,359904,0,3,053,S,270530248023,+44.8664038,-093.2706397,G5030,Block Group 3,27,024802,{downscaled LST=81.09637554679308},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000090c,298464,0,3,053,S,270530118003,+44.9071687,-093.2275679,G5030,Block Group 3,27,011800,{downscaled LST=83.21434175915769},"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000090f,294384,0,3,053,S,270530254033,+44.8287778,-093.2818336,G5030,Block Group 3,27,025403,{downscaled LST=84.72753645040868},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000913,165412,0,3,053,S,270531099003,+44.9304531,-093.2869644,G5030,Block Group 3,27,109900,{downscaled LST=80.15143001275287},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000a8c,422789,0,3,053,S,270531115003,+44.9142233,-093.2815021,G5030,Block Group 3,27,111500,{downscaled LST=80.27070540511876},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000a8f,487459,0,3,053,S,270531116003,+44.9072760,-093.2707959,G5030,Block Group 3,27,111600,{downscaled LST=76.55982487314084},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000a96,496815,0,3,053,S,270531091003,+44.9277283,-093.3116345,G5030,Block Group 3,27,109100,{downscaled LST=73.76954634961747},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000aa0,342984,0,3,053,S,270531098003,+44.9249934,-093.3241907,G5030,Block Group 3,27,109800,{downscaled LST=78.60694596710687},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000aad,322072,0,3,053,S,270531112003,+44.9070764,-093.3239244,G5030,Block Group 3,27,111200,{downscaled LST=78.54942099251596},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ab0,349096,0,3,053,S,270531113003,+44.9086324,-093.3114333,G5030,Block Group 3,27,111300,{downscaled LST=74.55142339466398},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ab2,375900,0,3,053,S,270531111003,+44.9227790,-093.2239177,G5030,Block Group 3,27,111100,{downscaled LST=83.8049583480046},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ab5,316152,0,3,053,S,270531114003,+44.9069584,-093.2939054,G5030,Block Group 3,27,111400,{downscaled LST=75.94439463745607},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000aba,262450,0,3,053,S,270531076003,+44.9467072,-093.2133064,G5030,Block Group 3,27,107600,{downscaled LST=81.59522043096459},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000abd,161698,0,3,053,S,270531080003,+44.9430628,-093.3010726,G5030,Block Group 3,27,108000,{downscaled LST=80.49657188083755},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ac1,195859,0,3,053,S,270531086003,+44.9439571,-093.2486675,G5030,Block Group 3,27,108600,{downscaled LST=82.16933191255272},"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000ac2,399558,0,3,053,S,270531087003,+44.9444449,-093.2389379,G5030,Block Group 3,27,108700,{downscaled LST=86.37623215292508},"{""type"":""MultiPoint"",""coordinates"":[]}"
