system:index,CTU_NAME,avg_lst,regionAvg,regionSD,.geo
00000000000000000000,Anoka,{LST=97.97875298596568},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,Shoreview,{LST=92.66887253776848},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,Farmington,{LST=86.92004447909223},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,Sciota Twp.,{LST=81.8380775069678},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,Golden Valley,{LST=95.05883101208146},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,Mendota Heights,{LST=93.88527375270552},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,Rockford,{LST=95.36025454582686},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,Young America Twp.,{LST=89.99267806699874},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,Plymouth,{LST=94.07797521834343},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,White Bear Lake,{LST=93.8931513779814},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,Crystal,{LST=98.85499538880062},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,Spring Lake Park,{LST=100.51973520086622},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,Lakeland Shores,{LST=91.13327682074348},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,Robbinsdale,{LST=98.59421914548939},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,Chaska,{LST=92.05738602338974},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,North Oaks,{LST=86.74636164025956},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,Long Lake,{LST=93.01071291827544},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,North St. Paul,{LST=95.37330293690752},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,Independence,{LST=88.2450819194671},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,Prior Lake,{LST=93.17713428687111},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,Lexington,{LST=96.60627571004939},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,Oak Park Heights,{LST=84.99064774662173},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,Oakdale,{LST=94.65602201811258},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,Denmark Twp.,{LST=88.44458060380879},96.96778013976505,6.730080377647043,"{""type"":""MultiPoint"",""coordinates"":[]}"
