system:index,CTU_NAME,sq_miles,.geo
0000000000000000001f,Medicine Lake,"{groups=[{tempbin=1, sum=0.111554946539099}, {tempbin=2, sum=0.03341730094409177}, {tempbin=3, sum=0.013514973632281485}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020,Shorewood,"{groups=[{tempbin=1, sum=3.463557487701463}, {tempbin=2, sum=0.7226416669334634}, {tempbin=3, sum=0.5008811112288951}, {tempbin=4, sum=0.10066806365355817}, {tempbin=5, sum=0.06325679466743776}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021,Lilydale,"{groups=[{tempbin=1, sum=0.48060778748736105}, {tempbin=2, sum=0.03224344005834961}, {tempbin=3, sum=0.08073114652787482}, {tempbin=4, sum=0.027566474171704096}, {tempbin=5, sum=9.845306330932618E-4}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022,Landfall,"{groups=[{tempbin=1, sum=0.001229571906097412}, {tempbin=2, sum=0.0031969331917053225}, {tempbin=3, sum=0.028526244940447983}, {tempbin=4, sum=0.01180418371474}, {tempbin=5, sum=0.01450948138253175}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023,Medina,"{groups=[{tempbin=1, sum=20.504068815175486}, {tempbin=2, sum=1.5645935884122426}, {tempbin=3, sum=1.2087002759139072}, {tempbin=4, sum=0.25828334472771497}, {tempbin=5, sum=0.14190778436726031}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024,Lake Elmo,"{groups=[{tempbin=1, sum=14.124194041659392}, {tempbin=2, sum=3.651104364575371}, {tempbin=3, sum=3.220506100548808}, {tempbin=4, sum=0.8411275362366811}, {tempbin=5, sum=0.40038228406131726}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025,Lake St. Croix Beach,"{groups=[{tempbin=1, sum=0.2229096444953793}, {tempbin=2, sum=0.18132547109068037}, {tempbin=3, sum=0.14564513393344133}, {tempbin=4, sum=0.007380438180908206}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026,May Twp.,"{groups=[{tempbin=1, sum=30.08371467095254}, {tempbin=2, sum=1.7848006791797297}, {tempbin=3, sum=1.2431343266452937}, {tempbin=4, sum=0.14509564708397843}, {tempbin=5, sum=0.08284375425498036}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027,Greenvale Twp.,"{groups=[{tempbin=1, sum=26.629253994271163}, {tempbin=2, sum=0.3728813119996937}, {tempbin=3, sum=0.3751471829277465}, {tempbin=4, sum=0.04360669712534179}, {tempbin=5, sum=0.02774586430530396}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028,Carver,"{groups=[{tempbin=1, sum=2.6043988301367444}, {tempbin=2, sum=0.4236152876111813}, {tempbin=3, sum=0.7578859524738978}, {tempbin=4, sum=0.3086339292841021}, {tempbin=5, sum=0.13223260120435174}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029,Scandia,"{groups=[{tempbin=1, sum=33.666125997780206}, {tempbin=2, sum=0.6382758697160372}, {tempbin=3, sum=0.34884482643176695}, {tempbin=4, sum=0.053072736441229264}, {tempbin=5, sum=0.045731669030969216}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a,Dahlgren Twp.,"{groups=[{tempbin=1, sum=31.785928149340183}, {tempbin=2, sum=1.1145270553644855}, {tempbin=3, sum=0.6667173588960091}, {tempbin=4, sum=0.09893993152099002}, {tempbin=5, sum=0.02936605846420896}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b,Hampton,"{groups=[{tempbin=1, sum=0.9649526053202854}, {tempbin=2, sum=0.10265566924335924}, {tempbin=3, sum=0.1560812294920712}, {tempbin=4, sum=0.018799511418292246}, {tempbin=5, sum=4.947431293212891E-4}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c,Cologne,"{groups=[{tempbin=1, sum=0.9951300204609882}, {tempbin=2, sum=0.20301942032512155}, {tempbin=3, sum=0.38506722675633753}, {tempbin=4, sum=0.14603293627058742}, {tempbin=5, sum=0.039963275174157674}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d,New Brighton,"{groups=[{tempbin=1, sum=0.9437640904900629}, {tempbin=2, sum=0.897504350881921}, {tempbin=3, sum=3.104822441403851}, {tempbin=4, sum=0.6857804975514603}, {tempbin=5, sum=0.9234033834861141}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,Woodland,"{groups=[{tempbin=1, sum=0.49872480053549223}, {tempbin=2, sum=0.03246241298296508}, {tempbin=3, sum=0.007377654697778321}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f,Birchwood Village,"{groups=[{tempbin=1, sum=0.3038743611860778}, {tempbin=2, sum=0.017918804946313493}, {tempbin=3, sum=0.001472792023828125}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030,Afton,"{groups=[{tempbin=1, sum=22.93827771352442}, {tempbin=2, sum=1.229493442136198}, {tempbin=3, sum=0.6475451029698723}, {tempbin=4, sum=0.07133854371948858}, {tempbin=5, sum=0.07281138405294779}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031,West Lakeland Twp.,"{groups=[{tempbin=1, sum=8.198463880371}, {tempbin=2, sum=2.0438636620117805}, {tempbin=3, sum=1.483017380874145}, {tempbin=4, sum=0.25990563557175345}, {tempbin=5, sum=0.310274120048402}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,Laketown Twp.,"{groups=[{tempbin=1, sum=23.03810797086477}, {tempbin=2, sum=0.6474748108066581}, {tempbin=3, sum=0.17439308390846542}, {tempbin=4, sum=0.018957770377130114}, {tempbin=5, sum=0.009601815420043945}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,Lauderdale,"{groups=[{tempbin=1, sum=0.02531141069732666}, {tempbin=2, sum=0.03390949645911253}, {tempbin=3, sum=0.21059008793052975}, {tempbin=4, sum=0.060697745029412824}, {tempbin=5, sum=0.09289135462208863}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,Helena Twp.,"{groups=[{tempbin=1, sum=30.493423033884344}, {tempbin=2, sum=0.5839293556994585}, {tempbin=3, sum=0.38373659119572184}, {tempbin=4, sum=0.03934766181851805}, {tempbin=5, sum=0.04182623562304686}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035,Ramsey,"{groups=[{tempbin=1, sum=8.806332808723477}, {tempbin=2, sum=3.5631837772256354}, {tempbin=3, sum=7.282598804767023}, {tempbin=4, sum=3.022956296307719}, {tempbin=5, sum=4.980498976058952}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036,Chanhassen,"{groups=[{tempbin=1, sum=10.082625334463259}, {tempbin=2, sum=3.2380130330845325}, {tempbin=3, sum=4.2821224326313585}, {tempbin=4, sum=1.0968770001729822}, {tempbin=5, sum=1.2015447111959656}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037,St. Paul Park,"{groups=[{tempbin=1, sum=1.2715983721105888}, {tempbin=2, sum=0.3584866812984587}, {tempbin=3, sum=1.2582916200826684}, {tempbin=4, sum=0.18476684620960684}, {tempbin=5, sum=0.12465423052218004}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038,New Prague,"{groups=[{tempbin=1, sum=0.7405554074043809}, {tempbin=2, sum=0.37684675947288226}, {tempbin=3, sum=0.8572093317489998}, {tempbin=4, sum=0.15326725513743905}, {tempbin=5, sum=0.1025048930222351}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039,Maplewood,"{groups=[{tempbin=1, sum=5.142476366316964}, {tempbin=2, sum=2.8546686893716986}, {tempbin=3, sum=5.691387958522662}, {tempbin=4, sum=1.2893017513317568}, {tempbin=5, sum=1.9387323755839283}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a,Marshan Twp.,"{groups=[{tempbin=1, sum=28.718415455833203}, {tempbin=2, sum=2.0589977837226807}, {tempbin=3, sum=2.059142834097755}, {tempbin=4, sum=0.6383928627998736}, {tempbin=5, sum=0.9400849967071022}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b,Grant,"{groups=[{tempbin=1, sum=22.675339902686535}, {tempbin=2, sum=1.4036437718909807}, {tempbin=3, sum=0.7003966203242802}, {tempbin=4, sum=0.06750218837125846}, {tempbin=5, sum=0.04663133092974242}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c,Bloomington,"{groups=[{tempbin=1, sum=9.003736494215934}, {tempbin=2, sum=2.640961327579616}, {tempbin=3, sum=11.698008443675253}, {tempbin=4, sum=4.17692981507633}, {tempbin=5, sum=6.8116758466036895}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d,Richfield,"{groups=[{tempbin=1, sum=0.25607682050861175}, {tempbin=2, sum=0.21643328074427448}, {tempbin=3, sum=3.1108826288275013}, {tempbin=4, sum=1.4746848499509668}, {tempbin=5, sum=1.6628478044479698}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e,Belle Plaine,"{groups=[{tempbin=1, sum=3.0447064738761735}, {tempbin=2, sum=0.5156537530361567}, {tempbin=3, sum=1.5361257505465626}, {tempbin=4, sum=0.5940834406508572}, {tempbin=5, sum=0.17583998378444848}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f,Greenfield,"{groups=[{tempbin=1, sum=16.809242839433303}, {tempbin=2, sum=1.9648005846524212}, {tempbin=3, sum=1.0031004413344113}, {tempbin=4, sum=0.08658848767730704}, {tempbin=5, sum=0.03851381064589235}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040,Dayton,"{groups=[{tempbin=1, sum=15.588420905802952}, {tempbin=2, sum=2.0762222580211294}, {tempbin=3, sum=2.4861785002837755}, {tempbin=4, sum=0.7951415799170123}, {tempbin=5, sum=0.9998513895443693}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,Castle Rock Twp.,"{groups=[{tempbin=1, sum=31.902697775344866}, {tempbin=2, sum=1.281029643786011}, {tempbin=3, sum=1.4526368433402383}, {tempbin=4, sum=0.3008149548867028}, {tempbin=5, sum=0.4239476420622836}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042,Minnetonka Beach,{groups=[]},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,Waterford Twp.,"{groups=[{tempbin=1, sum=12.706140849934224}, {tempbin=2, sum=0.9365877774217456}, {tempbin=3, sum=0.6902727665268491}, {tempbin=4, sum=0.13129904896803568}, {tempbin=5, sum=0.12559098917477415}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,San Francisco Twp.,"{groups=[{tempbin=1, sum=20.87498445499101}, {tempbin=2, sum=1.2100998422016194}, {tempbin=3, sum=0.5858033973880227}, {tempbin=4, sum=0.12001834594418341}, {tempbin=5, sum=0.05012994707039799}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045,Coates,"{groups=[{tempbin=1, sum=1.2767875912705766}, {tempbin=2, sum=0.11530593115702506}, {tempbin=3, sum=0.12024195098477776}, {tempbin=4, sum=0.001481257002392578}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046,Deephaven,"{groups=[{tempbin=1, sum=1.6775552806865317}, {tempbin=2, sum=0.3121726225293461}, {tempbin=3, sum=0.21351970201591222}, {tempbin=4, sum=0.041817526456970226}, {tempbin=5, sum=0.019677947691082748}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047,Hilltop,"{groups=[{tempbin=3, sum=0.01841127087744141}, {tempbin=4, sum=0.03363139893202512}, {tempbin=5, sum=0.06922594551291492}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,Rosemount,"{groups=[{tempbin=1, sum=21.897053087583544}, {tempbin=2, sum=2.468793264846801}, {tempbin=3, sum=6.066372287939523}, {tempbin=4, sum=1.924273669367863}, {tempbin=5, sum=1.1044182659240236}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,Watertown Twp.,"{groups=[{tempbin=1, sum=28.93211280864481}, {tempbin=2, sum=0.6362879468615652}, {tempbin=3, sum=0.2690555256078012}, {tempbin=4, sum=0.025334545496374487}, {tempbin=5, sum=0.009347582756579598}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,Hamburg,"{groups=[{tempbin=1, sum=0.04443045542622066}, {tempbin=2, sum=0.04220943091809082}, {tempbin=3, sum=0.10046264862667237}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,South St. Paul,"{groups=[{tempbin=1, sum=0.5388199643259904}, {tempbin=2, sum=0.4521513181505499}, {tempbin=3, sum=2.1369647859846115}, {tempbin=4, sum=1.1813358200364064}, {tempbin=5, sum=1.4608011811241512}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,Mayer,"{groups=[{tempbin=1, sum=0.5748342421398333}, {tempbin=2, sum=0.20950912137568414}, {tempbin=3, sum=0.5140492823190106}, {tempbin=4, sum=0.08149050394260847}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,Champlin,"{groups=[{tempbin=1, sum=1.5886801837697477}, {tempbin=2, sum=0.7065490911386884}, {tempbin=3, sum=3.344805176170673}, {tempbin=4, sum=1.4276202741232966}, {tempbin=5, sum=1.0016002819044239}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,Shakopee,"{groups=[{tempbin=1, sum=7.7227311824840985}, {tempbin=2, sum=2.247468253413666}, {tempbin=3, sum=5.804124167548784}, {tempbin=4, sum=4.122004939025044}, {tempbin=5, sum=7.493445007009387}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,East Bethel,"{groups=[{tempbin=1, sum=25.162653991764646}, {tempbin=2, sum=5.4381717566611565}, {tempbin=3, sum=8.44241843898739}, {tempbin=4, sum=2.3649806579822337}, {tempbin=5, sum=1.974338835013643}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,Brooklyn Park,"{groups=[{tempbin=1, sum=2.1006192569937916}, {tempbin=2, sum=1.8859752135616126}, {tempbin=3, sum=9.424638062423906}, {tempbin=4, sum=5.745744891866398}, {tempbin=5, sum=6.366012567934818}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b,Fridley,"{groups=[{tempbin=1, sum=1.0212333648414988}, {tempbin=2, sum=0.9033790645753998}, {tempbin=3, sum=3.0896226119957095}, {tempbin=4, sum=1.5580872467202893}, {tempbin=5, sum=3.4103083829057304}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,Maple Plain,"{groups=[{tempbin=1, sum=0.2950397426320863}, {tempbin=2, sum=0.22504089974018548}, {tempbin=3, sum=0.4134743516694947}, {tempbin=4, sum=0.09630455530479157}, {tempbin=5, sum=0.03488524152621459}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,Baytown Twp.,"{groups=[{tempbin=1, sum=5.552513960561092}, {tempbin=2, sum=1.1897882218128306}, {tempbin=3, sum=1.0677422291119127}, {tempbin=4, sum=0.15673836735598753}, {tempbin=5, sum=0.049619443783996575}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,Loretto,"{groups=[{tempbin=1, sum=0.028720452981225587}, {tempbin=2, sum=0.05179589497479844}, {tempbin=3, sum=0.14802373411369651}, {tempbin=4, sum=0.026756923474182133}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,Mahtomedi,"{groups=[{tempbin=1, sum=2.14382477350176}, {tempbin=2, sum=0.4458162989073662}, {tempbin=3, sum=0.6260381422199316}, {tempbin=4, sum=0.120795352846765}, {tempbin=5, sum=0.09992935874761948}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0,Vermillion,"{groups=[{tempbin=1, sum=0.8880298669717688}, {tempbin=2, sum=0.0637477488605896}, {tempbin=3, sum=0.04299305920944211}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,Maple Grove,"{groups=[{tempbin=1, sum=9.051811349404845}, {tempbin=2, sum=3.6016715527508785}, {tempbin=3, sum=11.047416496890301}, {tempbin=4, sum=3.375956587758305}, {tempbin=5, sum=4.280095465178499}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,Osseo,"{groups=[{tempbin=3, sum=0.11916910466625395}, {tempbin=4, sum=0.2302497651782603}, {tempbin=5, sum=0.3891559662765758}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,Fort Snelling (unorg.),"{groups=[{tempbin=1, sum=1.0640874230550146}, {tempbin=2, sum=0.5025318790688402}, {tempbin=3, sum=0.8351318711095609}, {tempbin=4, sum=0.6462807225133154}, {tempbin=5, sum=4.291001833883731}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4,Credit River Twp.,"{groups=[{tempbin=1, sum=19.027944988041764}, {tempbin=2, sum=2.488056733622343}, {tempbin=3, sum=1.031041657864657}, {tempbin=4, sum=0.026679479058270287}, {tempbin=5, sum=0.002222132165496826}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,Nininger Twp.,"{groups=[{tempbin=1, sum=12.651414687585227}, {tempbin=2, sum=0.3689882571453588}, {tempbin=3, sum=0.16611522652683108}, {tempbin=4, sum=0.029618731739904786}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6,Eden Prairie,"{groups=[{tempbin=1, sum=7.750844145550541}, {tempbin=2, sum=4.574440739350747}, {tempbin=3, sum=10.138959784625131}, {tempbin=4, sum=3.267472785274424}, {tempbin=5, sum=5.170117764744309}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,Rogers,"{groups=[{tempbin=1, sum=13.521875303398284}, {tempbin=2, sum=2.8155323603450046}, {tempbin=3, sum=4.916460730309022}, {tempbin=4, sum=1.3428606373729952}, {tempbin=5, sum=2.0904082969719693}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
