system:index,CTU_NAME,sq_miles,.geo
0000000000000000000c,Lakeland Shores,"{groups=[{tempbin=1, sum=0.12173269178051144}, {tempbin=2, sum=0.10746991455919178}, {tempbin=3, sum=0.06271308319905396}, {tempbin=4, sum=0.012297469707751457}, {tempbin=5, sum=9.838088165039062E-4}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,Robbinsdale,"{groups=[{tempbin=1, sum=0.11987342077351672}, {tempbin=2, sum=0.4322944735318556}, {tempbin=3, sum=1.8628317316940317}, {tempbin=4, sum=0.22667945424549038}, {tempbin=5, sum=0.10978121145778194}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,Chaska,"{groups=[{tempbin=1, sum=6.0783907658498}, {tempbin=2, sum=3.4755657169710625}, {tempbin=3, sum=5.789373402369008}, {tempbin=4, sum=1.071087319977755}, {tempbin=5, sum=0.39429980506560125}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,North Oaks,"{groups=[{tempbin=1, sum=5.9270252941477635}, {tempbin=2, sum=0.49428692108816746}, {tempbin=3, sum=0.33087422347454376}, {tempbin=4, sum=0.06451598009476303}, {tempbin=5, sum=0.01152988544558715}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,Long Lake,"{groups=[{tempbin=1, sum=0.2750321174561833}, {tempbin=2, sum=0.25266491787035633}, {tempbin=3, sum=0.21062731177403032}, {tempbin=4, sum=0.09363554293040752}, {tempbin=5, sum=0.009338878374334714}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,North St. Paul,"{groups=[{tempbin=1, sum=0.30164581020234327}, {tempbin=2, sum=0.9089351533678659}, {tempbin=3, sum=1.2651230817287833}, {tempbin=4, sum=0.2852029262122019}, {tempbin=5, sum=0.1051404081345151}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,Independence,"{groups=[{tempbin=1, sum=23.46975494443382}, {tempbin=2, sum=4.925227286248158}, {tempbin=3, sum=2.352754281788457}, {tempbin=4, sum=0.11522248161828}, {tempbin=5, sum=0.011791710851330565}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,Prior Lake,"{groups=[{tempbin=1, sum=6.713848192004528}, {tempbin=2, sum=3.0823482979387986}, {tempbin=3, sum=4.60792777131236}, {tempbin=4, sum=0.8908122592701752}, {tempbin=5, sum=0.2972908801830302}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,Lexington,"{groups=[{tempbin=1, sum=0.2360501697037718}, {tempbin=2, sum=0.2343404425274235}, {tempbin=3, sum=0.19487698259326267}, {tempbin=4, sum=0.02132566790026245}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,Oak Park Heights,"{groups=[{tempbin=1, sum=0.33448395084823823}, {tempbin=2, sum=0.4516085974537911}, {tempbin=3, sum=1.1048466448873986}, {tempbin=4, sum=0.5802879168468497}, {tempbin=5, sum=0.35852839011386467}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,Oakdale,"{groups=[{tempbin=1, sum=2.420367158930846}, {tempbin=2, sum=2.6401978274371913}, {tempbin=3, sum=4.570299263222425}, {tempbin=4, sum=0.6660758542173166}, {tempbin=5, sum=0.16885484946024149}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,Denmark Twp.,"{groups=[{tempbin=1, sum=25.272181194928788}, {tempbin=2, sum=1.9458091056055569}, {tempbin=3, sum=1.0749363117351691}, {tempbin=4, sum=0.04954922184649654}, {tempbin=5, sum=0.0029572940195068363}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,St. Marys Point,"{groups=[{tempbin=1, sum=0.29652533314980545}, {tempbin=2, sum=0.05487366341156619}, {tempbin=3, sum=0.023376816090802013}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019,Eureka Twp.,"{groups=[{tempbin=1, sum=22.30084921446929}, {tempbin=2, sum=4.869438208392742}, {tempbin=3, sum=4.5226949618716255}, {tempbin=4, sum=1.2223453493393377}, {tempbin=5, sum=1.6868506130890533}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,Wayzata,"{groups=[{tempbin=1, sum=1.8703456035747221}, {tempbin=2, sum=0.4995056557126116}, {tempbin=3, sum=0.5209025703272672}, {tempbin=4, sum=0.02433772319633793}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,Jackson Twp.,"{groups=[{tempbin=1, sum=3.808506452088563}, {tempbin=2, sum=0.9611147092247376}, {tempbin=3, sum=0.8041799278688204}, {tempbin=4, sum=0.18550173107268633}, {tempbin=5, sum=0.033055649388061506}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,Empire Twp.,"{groups=[{tempbin=1, sum=22.419168191411874}, {tempbin=2, sum=3.9277985701850473}, {tempbin=3, sum=3.5457157093643623}, {tempbin=4, sum=0.6846354950013646}, {tempbin=5, sum=0.9180422902049863}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,Minnetonka,"{groups=[{tempbin=1, sum=17.944212124561943}, {tempbin=2, sum=3.4286959927156064}, {tempbin=3, sum=3.3304727319599694}, {tempbin=4, sum=0.9084092535427432}, {tempbin=5, sum=0.3239166189711189}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,Jordan,"{groups=[{tempbin=1, sum=0.825087417042706}, {tempbin=2, sum=0.47178259638118153}, {tempbin=3, sum=1.0606787241465598}, {tempbin=4, sum=0.4799516963399779}, {tempbin=5, sum=0.20636038559558692}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,Medicine Lake,"{groups=[{tempbin=1, sum=0.12629782775176376}, {tempbin=2, sum=0.026046214400225805}, {tempbin=3, sum=0.006143178963482665}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020,Shorewood,"{groups=[{tempbin=1, sum=4.162804946676359}, {tempbin=2, sum=0.4644637296030933}, {tempbin=3, sum=0.20945897595477955}, {tempbin=4, sum=0.014277471950720206}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021,Lilydale,"{groups=[{tempbin=1, sum=0.5098989513886967}, {tempbin=2, sum=0.0465176377472168}, {tempbin=3, sum=0.06571678974246835}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022,Landfall,"{groups=[{tempbin=1, sum=0.009590766536041255}, {tempbin=2, sum=0.020902823688922108}, {tempbin=3, sum=0.02877282491055909}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023,Medina,"{groups=[{tempbin=1, sum=17.67069648168525}, {tempbin=2, sum=2.9421543133204295}, {tempbin=3, sum=2.439427105026771}, {tempbin=4, sum=0.3501760952491691}, {tempbin=5, sum=0.27509981331840794}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024,Lake Elmo,"{groups=[{tempbin=1, sum=9.950276376566293}, {tempbin=2, sum=5.801951173135958}, {tempbin=3, sum=5.8677629581363915}, {tempbin=4, sum=0.4494926633375621}, {tempbin=5, sum=0.16783115590574352}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025,Lake St. Croix Beach,"{groups=[{tempbin=1, sum=0.20839280296376894}, {tempbin=2, sum=0.19166030410050608}, {tempbin=3, sum=0.15130319728798847}, {tempbin=4, sum=0.005904383348144534}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026,May Twp.,"{groups=[{tempbin=1, sum=25.20760257571666}, {tempbin=2, sum=4.400460705877543}, {tempbin=3, sum=3.576659475151367}, {tempbin=4, sum=0.15315024206991623}, {tempbin=5, sum=0.001716079303729248}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027,Greenvale Twp.,"{groups=[{tempbin=1, sum=19.251413509527765}, {tempbin=2, sum=3.691877792950674}, {tempbin=3, sum=2.8990104379224215}, {tempbin=4, sum=0.6082624620503736}, {tempbin=5, sum=0.9980708481779957}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028,Carver,"{groups=[{tempbin=1, sum=2.8399743197482303}, {tempbin=2, sum=0.463809871656801}, {tempbin=3, sum=0.8048148063984553}, {tempbin=4, sum=0.10336754602001966}, {tempbin=5, sum=0.014800056886779796}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029,Scandia,"{groups=[{tempbin=1, sum=24.844423630309457}, {tempbin=2, sum=5.467602074334464}, {tempbin=3, sum=4.025912182051927}, {tempbin=4, sum=0.29329245782803276}, {tempbin=5, sum=0.12082075487572605}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a,Dahlgren Twp.,"{groups=[{tempbin=1, sum=26.705303474456137}, {tempbin=2, sum=4.202036067730196}, {tempbin=3, sum=2.426340382725958}, {tempbin=4, sum=0.18409679164638104}, {tempbin=5, sum=0.1777018370237177}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b,Hampton,"{groups=[{tempbin=1, sum=0.5944030102054707}, {tempbin=2, sum=0.24562926366668666}, {tempbin=3, sum=0.32948457908961204}, {tempbin=4, sum=0.07025096758227535}, {tempbin=5, sum=0.003215938059283447}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c,Cologne,"{groups=[{tempbin=1, sum=0.803708394100321}, {tempbin=2, sum=0.24273760624656307}, {tempbin=3, sum=0.5570106749186015}, {tempbin=4, sum=0.1294992292780155}, {tempbin=5, sum=0.036256974443701115}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d,New Brighton,"{groups=[{tempbin=1, sum=1.588492560850171}, {tempbin=2, sum=2.280342701693261}, {tempbin=3, sum=2.162147960886393}, {tempbin=4, sum=0.4305301553409299}, {tempbin=5, sum=0.0937613850425902}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,Woodland,"{groups=[{tempbin=1, sum=0.5375811869842911}, {tempbin=2, sum=9.836812319458008E-4}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f,Birchwood Village,"{groups=[{tempbin=1, sum=0.3048563458544675}, {tempbin=2, sum=0.018409612301751713}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030,Afton,"{groups=[{tempbin=1, sum=19.56915982191021}, {tempbin=2, sum=3.116036622348059}, {tempbin=3, sum=2.04007921545669}, {tempbin=4, sum=0.22582462653605312}, {tempbin=5, sum=0.00836590015299683}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031,West Lakeland Twp.,"{groups=[{tempbin=1, sum=5.406325808367599}, {tempbin=2, sum=2.9953922254106224}, {tempbin=3, sum=3.313050302395724}, {tempbin=4, sum=0.3164465250663046}, {tempbin=5, sum=0.26430981763727524}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,Laketown Twp.,"{groups=[{tempbin=1, sum=19.249510987664088}, {tempbin=2, sum=3.3922015578876747}, {tempbin=3, sum=1.1864804790287111}, {tempbin=4, sum=0.0485167059164245}, {tempbin=5, sum=0.011825720878930657}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,Lauderdale,"{groups=[{tempbin=1, sum=0.10271339762678819}, {tempbin=2, sum=0.13146504962777716}, {tempbin=3, sum=0.15260507396010126}, {tempbin=4, sum=0.030964180753784157}, {tempbin=5, sum=0.00565239277001953}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,Helena Twp.,"{groups=[{tempbin=1, sum=25.11056694944208}, {tempbin=2, sum=3.4109069766603812}, {tempbin=3, sum=2.0930413243503025}, {tempbin=4, sum=0.3251358905568439}, {tempbin=5, sum=0.6026117372116108}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035,Ramsey,"{groups=[{tempbin=1, sum=10.805701320605158}, {tempbin=2, sum=4.6653968412006925}, {tempbin=3, sum=8.589250981877663}, {tempbin=4, sum=2.3952299288921575}, {tempbin=5, sum=1.1999915905062701}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036,Chanhassen,"{groups=[{tempbin=1, sum=9.441236191134847}, {tempbin=2, sum=4.339867031671065}, {tempbin=3, sum=4.820578841294823}, {tempbin=4, sum=0.8498610913953715}, {tempbin=5, sum=0.4496393560515903}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037,St. Paul Park,"{groups=[{tempbin=1, sum=2.197466238094475}, {tempbin=2, sum=0.6445608834477103}, {tempbin=3, sum=0.34443727758556064}, {tempbin=4, sum=0.008869473104644775}, {tempbin=5, sum=0.002463877991107178}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038,New Prague,"{groups=[{tempbin=1, sum=0.6695138298699608}, {tempbin=2, sum=0.35777566243015113}, {tempbin=3, sum=0.856701425988995}, {tempbin=4, sum=0.25106457918202507}, {tempbin=5, sum=0.09532814931480098}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039,Maplewood,"{groups=[{tempbin=1, sum=6.854057420126372}, {tempbin=2, sum=4.1983186545356945}, {tempbin=3, sum=4.358262600103673}, {tempbin=4, sum=0.9660659179069405}, {tempbin=5, sum=0.5398625484545514}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a,Marshan Twp.,"{groups=[{tempbin=1, sum=29.853512686241924}, {tempbin=2, sum=2.118551366836714}, {tempbin=3, sum=2.0320291683158516}, {tempbin=4, sum=0.2268164513343383}, {tempbin=5, sum=0.18412426043206748}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b,Grant,"{groups=[{tempbin=1, sum=16.559582321855924}, {tempbin=2, sum=4.523216385609042}, {tempbin=3, sum=3.403633490064849}, {tempbin=4, sum=0.27258146331938005}, {tempbin=5, sum=0.13450015335470614}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c,Bloomington,"{groups=[{tempbin=1, sum=10.453664741943317}, {tempbin=2, sum=5.313776796601581}, {tempbin=3, sum=12.397886127689588}, {tempbin=4, sum=2.8874687921686415}, {tempbin=5, sum=3.2785154687476545}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d,Richfield,"{groups=[{tempbin=1, sum=0.3262522674823249}, {tempbin=2, sum=0.6453708416428667}, {tempbin=3, sum=4.481146732906363}, {tempbin=4, sum=0.8953432248729868}, {tempbin=5, sum=0.3728123175745757}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e,Belle Plaine,"{groups=[{tempbin=1, sum=2.365484105187388}, {tempbin=2, sum=0.5359337721626696}, {tempbin=3, sum=1.361508377014696}, {tempbin=4, sum=0.7266747662717683}, {tempbin=5, sum=0.8768083812577487}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f,Greenfield,"{groups=[{tempbin=1, sum=15.431950480606096}, {tempbin=2, sum=2.7841818932810676}, {tempbin=3, sum=1.5504767324119018}, {tempbin=4, sum=0.12828221047644628}, {tempbin=5, sum=0.007354846966717527}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040,Dayton,"{groups=[{tempbin=1, sum=15.57920778995859}, {tempbin=2, sum=2.8859665732401676}, {tempbin=3, sum=2.942208696202866}, {tempbin=4, sum=0.4157733699093954}, {tempbin=5, sum=0.1226582042572818}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,Castle Rock Twp.,"{groups=[{tempbin=1, sum=26.78977452082697}, {tempbin=2, sum=3.989878706674007}, {tempbin=3, sum=3.3350739840699513}, {tempbin=4, sum=0.5516979119358932}, {tempbin=5, sum=0.6947017359107341}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042,Minnetonka Beach,{groups=[]},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,Waterford Twp.,"{groups=[{tempbin=1, sum=9.442113705471755}, {tempbin=2, sum=1.8895440953776343}, {tempbin=3, sum=1.8777217829670527}, {tempbin=4, sum=0.4659776490300299}, {tempbin=5, sum=0.9145341991788114}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,San Francisco Twp.,"{groups=[{tempbin=1, sum=19.147175473464372}, {tempbin=2, sum=2.0368956525092896}, {tempbin=3, sum=1.3697570854017127}, {tempbin=4, sum=0.14323628150793502}, {tempbin=5, sum=0.14397149471154758}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045,Coates,"{groups=[{tempbin=1, sum=0.37356268225748496}, {tempbin=2, sum=0.2261738099653749}, {tempbin=3, sum=0.5676620883893884}, {tempbin=4, sum=0.18148196238832412}, {tempbin=5, sum=0.16493618741418417}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046,Deephaven,"{groups=[{tempbin=1, sum=2.068693526522105}, {tempbin=2, sum=0.13627646821746875}, {tempbin=3, sum=0.0597730846402772}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047,Hilltop,"{groups=[{tempbin=2, sum=0.003191300453649902}, {tempbin=3, sum=0.07266380790893541}, {tempbin=4, sum=0.032894443659539786}, {tempbin=5, sum=0.01251906330025634}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,Rosemount,"{groups=[{tempbin=1, sum=17.612000817629358}, {tempbin=2, sum=4.931126973193488}, {tempbin=3, sum=7.357810253959199}, {tempbin=4, sum=2.52656601501646}, {tempbin=5, sum=1.0334065158635877}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,Watertown Twp.,"{groups=[{tempbin=1, sum=22.187030553824467}, {tempbin=2, sum=4.808644606544308}, {tempbin=3, sum=2.7236599979962817}, {tempbin=4, sum=0.10776311087272329}, {tempbin=5, sum=0.04504014012963862}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,Hamburg,"{groups=[{tempbin=1, sum=0.004936672738311768}, {tempbin=2, sum=0.029620329327630625}, {tempbin=3, sum=0.1382291504684145}, {tempbin=4, sum=0.014316382436627187}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,South St. Paul,"{groups=[{tempbin=1, sum=1.1871648636189756}, {tempbin=2, sum=1.5887494490115963}, {tempbin=3, sum=2.5544584241376547}, {tempbin=4, sum=0.3264564480449514}, {tempbin=5, sum=0.11324388480853259}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,Mayer,"{groups=[{tempbin=1, sum=0.2176267089159669}, {tempbin=2, sum=0.2306735428495059}, {tempbin=3, sum=0.6393571057914842}, {tempbin=4, sum=0.27154479547106264}, {tempbin=5, sum=0.02068099674911501}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,Champlin,"{groups=[{tempbin=1, sum=1.8527665278393284}, {tempbin=2, sum=1.5752588092233868}, {tempbin=3, sum=4.057615021098678}, {tempbin=4, sum=0.47311119633889215}, {tempbin=5, sum=0.11050345260631728}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,Shakopee,"{groups=[{tempbin=1, sum=8.191424557581707}, {tempbin=2, sum=3.402274332167924}, {tempbin=3, sum=8.655655808394533}, {tempbin=4, sum=4.215454215593848}, {tempbin=5, sum=2.9249646357423584}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,East Bethel,"{groups=[{tempbin=1, sum=26.861726132527476}, {tempbin=2, sum=6.576537887189842}, {tempbin=3, sum=8.039502462259758}, {tempbin=4, sum=1.2658699362338792}, {tempbin=5, sum=0.6389272621979672}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,Brooklyn Park,"{groups=[{tempbin=1, sum=2.1608645417455428}, {tempbin=2, sum=3.416991508249977}, {tempbin=3, sum=14.329483100403897}, {tempbin=4, sum=4.249261261370276}, {tempbin=5, sum=1.3663895810113817}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b,Fridley,"{groups=[{tempbin=1, sum=1.8660390601522596}, {tempbin=2, sum=1.9376783444529775}, {tempbin=3, sum=3.946122048935535}, {tempbin=4, sum=1.587504357954542}, {tempbin=5, sum=0.6452868595434603}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,Maple Plain,"{groups=[{tempbin=1, sum=0.29749549623931226}, {tempbin=2, sum=0.3392829305797866}, {tempbin=3, sum=0.40167974497390413}, {tempbin=4, sum=0.024812475187500006}, {tempbin=5, sum=0.0014741438922729493}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,Baytown Twp.,"{groups=[{tempbin=1, sum=3.6504841668241768}, {tempbin=2, sum=2.1147213446926885}, {tempbin=3, sum=1.7445680775280086}, {tempbin=4, sum=0.3424955749826665}, {tempbin=5, sum=0.16413305859843696}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,Loretto,"{groups=[{tempbin=1, sum=0.020374176224047868}, {tempbin=2, sum=0.06652400922927239}, {tempbin=3, sum=0.16839882009058263}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,Mahtomedi,"{groups=[{tempbin=1, sum=1.9948203257814465}, {tempbin=2, sum=0.5661025477503115}, {tempbin=3, sum=0.7635222671387707}, {tempbin=4, sum=0.08765264120789773}, {tempbin=5, sum=0.024306144345043947}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0,Vermillion,"{groups=[{tempbin=1, sum=0.7526280411185733}, {tempbin=2, sum=0.17320444336263394}, {tempbin=3, sum=0.062019559015686045}, {tempbin=4, sum=0.006918631544915774}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,Maple Grove,"{groups=[{tempbin=1, sum=10.59232503539303}, {tempbin=2, sum=6.211258173001572}, {tempbin=3, sum=12.156890466643087}, {tempbin=4, sum=1.9356582907448587}, {tempbin=5, sum=0.4608194861996516}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,Osseo,"{groups=[{tempbin=2, sum=2.4518780436401366E-4}, {tempbin=3, sum=0.4283771651687975}, {tempbin=4, sum=0.17949320726495416}, {tempbin=5, sum=0.13045927588297132}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,Fort Snelling (unorg.),"{groups=[{tempbin=1, sum=0.8939171604225631}, {tempbin=2, sum=0.4281300588122298}, {tempbin=3, sum=1.3418537864883813}, {tempbin=4, sum=1.1321106888897399}, {tempbin=5, sum=3.5430220350175268}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4,Credit River Twp.,"{groups=[{tempbin=1, sum=14.631615092020388}, {tempbin=2, sum=4.295087499638646}, {tempbin=3, sum=3.425625973167205}, {tempbin=4, sum=0.14824705728526558}, {tempbin=5, sum=0.0753693686403443}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,Nininger Twp.,"{groups=[{tempbin=1, sum=11.749764004820427}, {tempbin=2, sum=1.0526729708341476}, {tempbin=3, sum=0.4136999273424353}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6,Eden Prairie,"{groups=[{tempbin=1, sum=11.755709793388109}, {tempbin=2, sum=6.582374341894102}, {tempbin=3, sum=8.940071965341357}, {tempbin=4, sum=2.198446070250705}, {tempbin=5, sum=1.425233048670792}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,Rogers,"{groups=[{tempbin=1, sum=11.660523191340548}, {tempbin=2, sum=4.224851069744264}, {tempbin=3, sum=6.866596433961207}, {tempbin=4, sum=1.3582485471809527}, {tempbin=5, sum=0.5769180861710446}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a8,Northfield,"{groups=[{tempbin=1, sum=0.8927402787237892}, {tempbin=2, sum=0.11453980172173477}, {tempbin=3, sum=0.27221971436641823}, {tempbin=4, sum=0.14181107668615714}, {tempbin=5, sum=0.030493567224865768}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
