system:index,CTU_NAME,sq_miles,.geo
0000000000000000000a,Crystal,"{groups=[{tempbin=1, sum=0.09530719323299551}, {tempbin=2, sum=0.3706445855888314}, {tempbin=3, sum=3.283078557050364}, {tempbin=4, sum=1.1106794455688875}, {tempbin=5, sum=0.8179266775384608}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,Spring Lake Park,"{groups=[{tempbin=1, sum=0.0017166117936950687}, {tempbin=2, sum=0.05223043954319449}, {tempbin=3, sum=0.8996938064363335}, {tempbin=4, sum=0.7062381273675433}, {tempbin=5, sum=0.33154245832000145}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,Lakeland Shores,"{groups=[{tempbin=1, sum=0.13329055536025997}, {tempbin=2, sum=0.13034293575682973}, {tempbin=3, sum=0.038366115471661355}, {tempbin=4, sum=0.003197361474261475}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,Robbinsdale,"{groups=[{tempbin=1, sum=0.06436027758735356}, {tempbin=2, sum=0.11347248393385619}, {tempbin=3, sum=1.8926141458440746}, {tempbin=4, sum=0.5682849311046173}, {tempbin=5, sum=0.1127284532327636}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,Chaska,"{groups=[{tempbin=1, sum=6.188703875822045}, {tempbin=2, sum=3.902238436879374}, {tempbin=3, sum=5.843183055929993}, {tempbin=4, sum=0.7296930328431833}, {tempbin=5, sum=0.14489860875864227}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,North Oaks,"{groups=[{tempbin=1, sum=5.676804301518941}, {tempbin=2, sum=0.8229738875207007}, {tempbin=3, sum=0.2891970182568064}, {tempbin=4, sum=0.03753949603875731}, {tempbin=5, sum=0.0017176009157226562}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,Long Lake,"{groups=[{tempbin=1, sum=0.22710426227869226}, {tempbin=2, sum=0.31976362653360085}, {tempbin=3, sum=0.217507434745606}, {tempbin=4, sum=0.07397434527253417}, {tempbin=5, sum=0.0029490995748779297}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,North St. Paul,"{groups=[{tempbin=1, sum=0.24047912949642325}, {tempbin=2, sum=0.60258151216115}, {tempbin=3, sum=1.7178833302220264}, {tempbin=4, sum=0.22305466932528178}, {tempbin=5, sum=0.08204873844089336}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,Independence,"{groups=[{tempbin=1, sum=23.304617594583416}, {tempbin=2, sum=5.677792993473073}, {tempbin=3, sum=1.8766196169441793}, {tempbin=4, sum=0.015720499939361553}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,Prior Lake,"{groups=[{tempbin=1, sum=4.698895973051737}, {tempbin=2, sum=3.68112615370312}, {tempbin=3, sum=6.067417378890012}, {tempbin=4, sum=0.9410992598444925}, {tempbin=5, sum=0.20368863521982397}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,Lexington,"{groups=[{tempbin=1, sum=0.004657390234881593}, {tempbin=2, sum=0.11103727909932874}, {tempbin=3, sum=0.45593487569058866}, {tempbin=4, sum=0.11055134267440765}, {tempbin=5, sum=0.004412375025512696}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,Oak Park Heights,"{groups=[{tempbin=1, sum=0.5383142945949476}, {tempbin=2, sum=0.6966940564027229}, {tempbin=3, sum=1.2148488078201973}, {tempbin=4, sum=0.269144597798492}, {tempbin=5, sum=0.1107537435337827}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,Oakdale,"{groups=[{tempbin=1, sum=1.617308131206548}, {tempbin=2, sum=2.457199351441858}, {tempbin=3, sum=5.449016855085469}, {tempbin=4, sum=0.6939620157955648}, {tempbin=5, sum=0.24830859973859315}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,Denmark Twp.,"{groups=[{tempbin=1, sum=19.646383674688362}, {tempbin=2, sum=4.996749627659983}, {tempbin=3, sum=3.308167456884938}, {tempbin=4, sum=0.38870971633163387}, {tempbin=5, sum=0.005422652571203611}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,St. Marys Point,"{groups=[{tempbin=1, sum=0.23057725442530558}, {tempbin=2, sum=0.11245523618029157}, {tempbin=3, sum=0.031251173969256585}, {tempbin=4, sum=4.921480773193359E-4}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019,Eureka Twp.,"{groups=[{tempbin=1, sum=33.238967068979406}, {tempbin=2, sum=0.8214916088756512}, {tempbin=3, sum=0.5417196693059}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,Wayzata,"{groups=[{tempbin=1, sum=1.7427540112570075}, {tempbin=2, sum=0.5779294456403907}, {tempbin=3, sum=0.534670131503324}, {tempbin=4, sum=0.04916696896631484}, {tempbin=5, sum=0.010570995443902588}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,Jackson Twp.,"{groups=[{tempbin=1, sum=2.60354557875879}, {tempbin=2, sum=1.0874479746597452}, {tempbin=3, sum=1.6918683510147776}, {tempbin=4, sum=0.33080207497250985}, {tempbin=5, sum=0.0786944902369812}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,Empire Twp.,"{groups=[{tempbin=1, sum=24.33260416956566}, {tempbin=2, sum=4.887427708475058}, {tempbin=3, sum=2.0673586459588242}, {tempbin=4, sum=0.1721619250530036}, {tempbin=5, sum=0.03580780711547242}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,Minnetonka,"{groups=[{tempbin=1, sum=13.27393008281545}, {tempbin=2, sum=7.04372548171377}, {tempbin=3, sum=4.209019689397702}, {tempbin=4, sum=1.0164955860368063}, {tempbin=5, sum=0.3925358817882397}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,Jordan,"{groups=[{tempbin=1, sum=0.494996896680524}, {tempbin=2, sum=0.5355245738432911}, {tempbin=3, sum=1.4464242317951086}, {tempbin=4, sum=0.478935075739694}, {tempbin=5, sum=0.08798004144739395}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,Medicine Lake,"{groups=[{tempbin=1, sum=0.09951511671419672}, {tempbin=2, sum=0.05332039574276744}, {tempbin=3, sum=0.005651708658508301}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020,Shorewood,"{groups=[{tempbin=1, sum=3.731076193066906}, {tempbin=2, sum=0.7312773443046504}, {tempbin=3, sum=0.3605903560562781}, {tempbin=4, sum=0.026091923653729237}, {tempbin=5, sum=0.0019693071032958983}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021,Lilydale,"{groups=[{tempbin=1, sum=0.4235074973235898}, {tempbin=2, sum=0.06965371650541989}, {tempbin=3, sum=0.12478792516463}, {tempbin=4, sum=0.00418423988474121}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022,Landfall,"{groups=[{tempbin=1, sum=4.918257931640625E-4}, {tempbin=2, sum=0.0017214227731384276}, {tempbin=3, sum=0.0349201261937989}, {tempbin=4, sum=0.021395269235742195}, {tempbin=5, sum=7.37771139678955E-4}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023,Medina,"{groups=[{tempbin=1, sum=16.791078095098868}, {tempbin=2, sum=4.274608418626056}, {tempbin=3, sum=2.2855822717433205}, {tempbin=4, sum=0.26048912693444837}, {tempbin=5, sum=0.06579589619822394}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024,Lake Elmo,"{groups=[{tempbin=1, sum=9.339615097462325}, {tempbin=2, sum=5.982221324878078}, {tempbin=3, sum=5.660204366829228}, {tempbin=4, sum=1.0656858147238042}, {tempbin=5, sum=0.18958772318884312}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025,Lake St. Croix Beach,"{groups=[{tempbin=1, sum=0.08217454815027475}, {tempbin=2, sum=0.2504653911953057}, {tempbin=3, sum=0.22043825935252037}, {tempbin=4, sum=0.0041824890023071295}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026,May Twp.,"{groups=[{tempbin=1, sum=19.569646924012066}, {tempbin=2, sum=6.361392968604433}, {tempbin=3, sum=6.689737289267441}, {tempbin=4, sum=0.6317998172203455}, {tempbin=5, sum=0.08701207901477025}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027,Greenvale Twp.,"{groups=[{tempbin=1, sum=25.74334624902997}, {tempbin=2, sum=1.1871431946990898}, {tempbin=3, sum=0.5181456068991218}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028,Carver,"{groups=[{tempbin=1, sum=2.5597859814617463}, {tempbin=2, sum=0.45914421484276197}, {tempbin=3, sum=1.0065437164357862}, {tempbin=4, sum=0.17169214935448593}, {tempbin=5, sum=0.029600538615527354}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029,Scandia,"{groups=[{tempbin=1, sum=17.280397889061785}, {tempbin=2, sum=7.699377605611142}, {tempbin=3, sum=8.5135788746638}, {tempbin=4, sum=1.1187652343194234}, {tempbin=5, sum=0.13993149574456787}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a,Dahlgren Twp.,"{groups=[{tempbin=1, sum=27.3631923658165}, {tempbin=2, sum=4.398058585834862}, {tempbin=3, sum=1.912270746263178}, {tempbin=4, sum=0.021956855668341067}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b,Hampton,"{groups=[{tempbin=1, sum=1.226906016811112}, {tempbin=2, sum=0.016077741792242438}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c,Cologne,"{groups=[{tempbin=1, sum=0.7287220126936879}, {tempbin=2, sum=0.27084918395813584}, {tempbin=3, sum=0.6216319057461132}, {tempbin=4, sum=0.14455621339810185}, {tempbin=5, sum=0.0034535631911682125}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d,New Brighton,"{groups=[{tempbin=1, sum=0.42106743114977424}, {tempbin=2, sum=0.6167015478307057}, {tempbin=3, sum=4.15010560469878}, {tempbin=4, sum=1.0993663511492873}, {tempbin=5, sum=0.2680338289849365}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,Woodland,"{groups=[{tempbin=1, sum=0.5279904033160033}, {tempbin=2, sum=0.01057446490023193}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f,Birchwood Village,"{groups=[{tempbin=1, sum=0.3163929767620968}, {tempbin=2, sum=0.006872981394122311}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030,Afton,"{groups=[{tempbin=1, sum=16.994321386051393}, {tempbin=2, sum=4.370023730958503}, {tempbin=3, sum=3.318090152134554}, {tempbin=4, sum=0.19558200564717387}, {tempbin=5, sum=0.08144891161232305}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031,West Lakeland Twp.,"{groups=[{tempbin=1, sum=6.171618751763091}, {tempbin=2, sum=3.2385337794501785}, {tempbin=3, sum=2.5121494143202705}, {tempbin=4, sum=0.250793413309369}, {tempbin=5, sum=0.12242932003443573}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,Laketown Twp.,"{groups=[{tempbin=1, sum=19.00629711601436}, {tempbin=2, sum=3.575227085249907}, {tempbin=3, sum=1.16556488835322}, {tempbin=4, sum=0.12024987850101938}, {tempbin=5, sum=0.021196483256469705}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,Lauderdale,"{groups=[{tempbin=1, sum=0.01941386940692138}, {tempbin=2, sum=0.02285234255451051}, {tempbin=3, sum=0.28357362198797625}, {tempbin=4, sum=0.06290980296361072}, {tempbin=5, sum=0.03465045782545163}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,Helena Twp.,"{groups=[{tempbin=1, sum=26.501187740550687}, {tempbin=2, sum=3.331966410593745}, {tempbin=3, sum=1.4628822247756095}, {tempbin=4, sum=0.11012044284382315}, {tempbin=5, sum=0.13610605945704332}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035,Ramsey,"{groups=[{tempbin=1, sum=7.718709093028346}, {tempbin=2, sum=5.283654540078198}, {tempbin=3, sum=9.954042559158603}, {tempbin=4, sum=3.0535851444041797}, {tempbin=5, sum=1.645579326414499}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036,Chanhassen,"{groups=[{tempbin=1, sum=9.41701643744254}, {tempbin=2, sum=4.516736840115003}, {tempbin=3, sum=4.933605476654239}, {tempbin=4, sum=0.8488401127950234}, {tempbin=5, sum=0.18498364454097319}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037,St. Paul Park,"{groups=[{tempbin=1, sum=0.7126992095804067}, {tempbin=2, sum=0.358298029360163}, {tempbin=3, sum=1.5970925345759315}, {tempbin=4, sum=0.3897693638932992}, {tempbin=5, sum=0.13993861281372072}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038,New Prague,"{groups=[{tempbin=1, sum=0.4446897708793579}, {tempbin=2, sum=0.4169686636576554}, {tempbin=3, sum=1.045862596601374}, {tempbin=4, sum=0.24833804771096174}, {tempbin=5, sum=0.07452456793659672}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039,Maplewood,"{groups=[{tempbin=1, sum=3.416537233674605}, {tempbin=2, sum=4.0499089998038045}, {tempbin=3, sum=7.429808270476927}, {tempbin=4, sum=1.3362088827245018}, {tempbin=5, sum=0.6841037544475432}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a,Marshan Twp.,"{groups=[{tempbin=1, sum=24.14446150570136}, {tempbin=2, sum=4.244957020408197}, {tempbin=3, sum=4.280567037641931}, {tempbin=4, sum=1.0348217255640582}, {tempbin=5, sum=0.7102266438444211}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b,Grant,"{groups=[{tempbin=1, sum=16.39011153939537}, {tempbin=2, sum=5.047722534248054}, {tempbin=3, sum=3.22289219220964}, {tempbin=4, sum=0.16484403544914536}, {tempbin=5, sum=0.06794351290184332}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c,Bloomington,"{groups=[{tempbin=1, sum=7.328790008962188}, {tempbin=2, sum=3.2680376085700775}, {tempbin=3, sum=15.390665547379937}, {tempbin=4, sum=4.249514080305329}, {tempbin=5, sum=4.09430468193401}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d,Richfield,"{groups=[{tempbin=1, sum=0.18344155864301112}, {tempbin=2, sum=0.1996884371441707}, {tempbin=3, sum=4.229494281055356}, {tempbin=4, sum=1.3833567471374082}, {tempbin=5, sum=0.7249443604994193}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e,Belle Plaine,"{groups=[{tempbin=1, sum=2.106820322207099}, {tempbin=2, sum=0.5601847803012817}, {tempbin=3, sum=1.513847346678959}, {tempbin=4, sum=1.0345888176438072}, {tempbin=5, sum=0.6509681350631658}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f,Greenfield,"{groups=[{tempbin=1, sum=10.214179004904725}, {tempbin=2, sum=5.09827710026057}, {tempbin=3, sum=4.378391486224879}, {tempbin=4, sum=0.18833949476295764}, {tempbin=5, sum=0.023059077589050285}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040,Dayton,"{groups=[{tempbin=1, sum=13.397314240239437}, {tempbin=2, sum=3.6903337775424947}, {tempbin=3, sum=4.219245831157016}, {tempbin=4, sum=0.5056874037425184}, {tempbin=5, sum=0.13323338088799425}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,Castle Rock Twp.,"{groups=[{tempbin=1, sum=33.134822019434516}, {tempbin=2, sum=1.3870607015515146}, {tempbin=3, sum=0.6463645273045878}, {tempbin=4, sum=0.1696033858474727}, {tempbin=5, sum=0.02327622528153077}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042,Minnetonka Beach,{groups=[]},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,Waterford Twp.,"{groups=[{tempbin=1, sum=14.284370847804789}, {tempbin=2, sum=0.2728247864662365}, {tempbin=3, sum=0.0326957977546326}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,San Francisco Twp.,"{groups=[{tempbin=1, sum=16.39403383814245}, {tempbin=2, sum=3.474483294858814}, {tempbin=3, sum=2.5763758604193545}, {tempbin=4, sum=0.3114226733092693}, {tempbin=5, sum=0.08472032086409903}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045,Coates,"{groups=[{tempbin=1, sum=0.3135735696241536}, {tempbin=2, sum=0.37555777786679356}, {tempbin=3, sum=0.4602425607285675}, {tempbin=4, sum=0.1577816691535764}, {tempbin=5, sum=0.20666115304167468}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046,Deephaven,"{groups=[{tempbin=1, sum=2.0108907088385877}, {tempbin=2, sum=0.16997353683508387}, {tempbin=3, sum=0.08264901916790786}, {tempbin=4, sum=0.0012298145382751463}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047,Hilltop,"{groups=[{tempbin=3, sum=0.014483620011456302}, {tempbin=4, sum=0.04811522457755119}, {tempbin=5, sum=0.058669770733373976}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,Rosemount,"{groups=[{tempbin=1, sum=17.036680207528644}, {tempbin=2, sum=8.6750150120837}, {tempbin=3, sum=7.054603002121877}, {tempbin=4, sum=0.5465649384307115}, {tempbin=5, sum=0.1480474154949827}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,Watertown Twp.,"{groups=[{tempbin=1, sum=23.575328992176605}, {tempbin=2, sum=4.953144165470333}, {tempbin=3, sum=1.2979018470334482}, {tempbin=4, sum=0.0341970694137268}, {tempbin=5, sum=0.011566335274530028}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,Hamburg,"{groups=[{tempbin=1, sum=0.0022214549587280265}, {tempbin=2, sum=0.020981071623614508}, {tempbin=3, sum=0.1466216541933837}, {tempbin=4, sum=0.017278354195257556}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,South St. Paul,"{groups=[{tempbin=1, sum=0.30967206096137717}, {tempbin=2, sum=0.3937986338802974}, {tempbin=3, sum=2.5345246960603607}, {tempbin=4, sum=1.5818937662360173}, {tempbin=5, sum=0.9501839124836718}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,Mayer,"{groups=[{tempbin=1, sum=0.2850834887081534}, {tempbin=2, sum=0.30058922125305443}, {tempbin=3, sum=0.7750072415002303}, {tempbin=4, sum=0.019203198315710476}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,Champlin,"{groups=[{tempbin=1, sum=1.3510422826596495}, {tempbin=2, sum=1.273430419839057}, {tempbin=3, sum=4.547803465283076}, {tempbin=4, sum=0.6945910753947707}, {tempbin=5, sum=0.20238776393005362}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,Shakopee,"{groups=[{tempbin=1, sum=4.333396839746274}, {tempbin=2, sum=2.560356325205082}, {tempbin=3, sum=8.63599773222235}, {tempbin=4, sum=7.025115043022026}, {tempbin=5, sum=4.8349076092840155}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,East Bethel,"{groups=[{tempbin=1, sum=19.7217284187062}, {tempbin=2, sum=9.484340028170985}, {tempbin=3, sum=11.834316134148777}, {tempbin=4, sum=1.9631533993133539}, {tempbin=5, sum=0.37902570007076974}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,Brooklyn Park,"{groups=[{tempbin=1, sum=0.69126894586104}, {tempbin=2, sum=1.5728377056168037}, {tempbin=3, sum=10.816802047865764}, {tempbin=4, sum=8.68875429869322}, {tempbin=5, sum=3.753326994743487}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b,Fridley,"{groups=[{tempbin=1, sum=0.4373612723154967}, {tempbin=2, sum=0.5873015013492374}, {tempbin=3, sum=3.714723618818644}, {tempbin=4, sum=2.9429552729393524}, {tempbin=5, sum=2.300289005615936}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,Maple Plain,"{groups=[{tempbin=1, sum=0.21593292978581738}, {tempbin=2, sum=0.29776004859413485}, {tempbin=3, sum=0.4933179144841006}, {tempbin=4, sum=0.054785601057128826}, {tempbin=5, sum=0.002948296951593017}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,Baytown Twp.,"{groups=[{tempbin=1, sum=5.203545268587917}, {tempbin=2, sum=1.6708467426617173}, {tempbin=3, sum=0.832901149373785}, {tempbin=4, sum=0.30050954208072567}, {tempbin=5, sum=0.008599519921563723}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,Loretto,"{groups=[{tempbin=1, sum=0.010064180209021003}, {tempbin=2, sum=0.02970270705239869}, {tempbin=3, sum=0.19417373342188143}, {tempbin=4, sum=0.021356384860601787}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,Mahtomedi,"{groups=[{tempbin=1, sum=2.10700525159373}, {tempbin=2, sum=0.6684830017841479}, {tempbin=3, sum=0.5914308290192666}, {tempbin=4, sum=0.051806814954565454}, {tempbin=5, sum=0.01767802887174682}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0,Vermillion,"{groups=[{tempbin=1, sum=0.6179737771177216}, {tempbin=2, sum=0.14651777283837872}, {tempbin=3, sum=0.23003204234194333}, {tempbin=4, sum=2.47082743762207E-4}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,Maple Grove,"{groups=[{tempbin=1, sum=8.489298620652379}, {tempbin=2, sum=6.368778794110342}, {tempbin=3, sum=12.138091539228949}, {tempbin=4, sum=3.2308994066173735}, {tempbin=5, sum=1.129883091373171}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,Osseo,"{groups=[{tempbin=3, sum=0.1684587514403321}, {tempbin=4, sum=0.32293894036404514}, {tempbin=5, sum=0.24717714431671123}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,Fort Snelling (unorg.),"{groups=[{tempbin=1, sum=0.553208412572698}, {tempbin=2, sum=0.44930899850855677}, {tempbin=3, sum=1.2805500259545282}, {tempbin=4, sum=1.0825833096892674}, {tempbin=5, sum=3.973382982905399}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4,Credit River Twp.,"{groups=[{tempbin=1, sum=15.754276028396756}, {tempbin=2, sum=3.8384665637913553}, {tempbin=3, sum=2.9202179993549975}, {tempbin=4, sum=0.06298439920861827}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,Nininger Twp.,"{groups=[{tempbin=1, sum=8.675686653535852}, {tempbin=2, sum=2.3525173278068854}, {tempbin=3, sum=1.9919669304376848}, {tempbin=4, sum=0.17992250017580494}, {tempbin=5, sum=0.01604349104128419}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6,Eden Prairie,"{groups=[{tempbin=1, sum=7.933747253361094}, {tempbin=2, sum=6.680618711649178}, {tempbin=3, sum=11.558504936151095}, {tempbin=4, sum=2.7698472746891807}, {tempbin=5, sum=1.9591170436938687}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,Rogers,"{groups=[{tempbin=1, sum=6.974602860439731}, {tempbin=2, sum=5.977874401107916}, {tempbin=3, sum=8.870664984457681}, {tempbin=4, sum=1.6780693152184079}, {tempbin=5, sum=1.1859257671744905}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a8,Northfield,"{groups=[{tempbin=1, sum=1.3739584602884987}, {tempbin=2, sum=0.07784597843448479}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a9,Hancock Twp.,"{groups=[{tempbin=1, sum=12.643068821319078}, {tempbin=2, sum=3.0387688957550454}, {tempbin=3, sum=1.2724331234683959}, {tempbin=4, sum=0.012347383713739009}, {tempbin=5, sum=0.0019756403310058593}]}","{""type"":""MultiPoint"",""coordinates"":[]}"
